FID,SUBNAME,SUBSTATION,MIN_KV,MAX_KV,NUMBANKS,REDACTED,OBJECTID,UNGROUNDED
28,RICE,6283,12.000000000000000,60.000000000000000,2.000000000000000,Yes,161726,"1,2"
29,PLAINFIELD,6344,12.000000000000000,115.000000000000000,2.000000000000000,No,161727,"1,2"
30,OAK PARK,16327,4.000000000000000,60.000000000000000,1.000000000000000,Yes,65005,1
31,WRIGHT,25464,12.000000000000000,70.000000000000000,1.000000000000000,Yes,65006,3
32,MERCED,25280,12.000000000000000,115.000000000000000,2.000000000000000,No,65007,None
33,FELLOWS,25424,21.000000000000000,115.000000000000000,2.000000000000000,Yes,65008,None
34,GANSO,25454,12.000000000000000,115.000000000000000,1.000000000000000,Yes,65009,None
35,GARDNER,25493,0.000000000000000,0.000000000000000,1.000000000000000,Yes,65010,1
36,COTTLE,16371,17.000000000000000,230.000000000000000,3.000000000000000,No,65183,None
37,TAMARACK,15229,12.000000000000000,60.000000000000000,1.000000000000000,No,161763,1
38,APPLE HILL,15366,12.000000000000000,115.000000000000000,2.000000000000000,No,161764,None
39,EAST NICOLAUS,15215,12.000000000000000,115.000000000000000,1.000000000000000,Yes,161765,None
40,PIKE CITY,15220,12.000000000000000,60.000000000000000,1.000000000000000,Yes,161766,None
41,EIGHT MILE,16391,21.000000000000000,230.000000000000000,2.000000000000000,Yes,65211,None
42,ELECTRA,16216,12.000000000000000,60.000000000000000,1.000000000000000,No,65212,1
43,RIPON,16380,17.000000000000000,115.000000000000000,2.000000000000000,No,65213,"1,2"
44,AUBERRY,25415,12.000000000000000,70.000000000000000,2.000000000000000,No,65214,None
45,PANAMA,25342,21.000000000000000,70.000000000000000,1.000000000000000,No,65215,None
46,TRACY,16288,12.000000000000000,115.000000000000000,4.000000000000000,Yes,65216,None
