X,Y,SUBST_ID,SUB_NAME,SYS_NAME,SUB_TYPE,SUBSTATION_VOLTAGE,EXISTING_GEN,QUEUED_GEN,TOTAL_GEN,PROJECTED_LOAD,PENETRATION_LEVEL,MAX_REMAIN_CAP,NOTE,OBJECTID
-117.96875300199909,34.691137001281064,678,Piute,Antelope 220/66 System,D -- Distribution,66/12 kV,1.792,0.017,1.809,11.1,43.71,9.14,Interconnection studies in this area have identified adequate deliverability.,153
-118.615044907282808,34.490988506651021,596,Elizabeth Lake,Saugus 220/66 System,D -- Distribution,66/16 kV,18.988,1.212,20.2,64.1,32.16,63.38,Interconnection studies in this area have identified adequate deliverability.,154
-117.951074367413383,34.936304829251583,680,Corum,Windhub 220/66 System,D -- Distribution,66/12 kV,0.035,0,0.035,3.6,1.29,13.95,Interconnection studies in this area have identified adequate deliverability.,155
-118.095356551831799,34.647341144694629,681,Oasis,Antelope 220/66 System,D -- Distribution,66/12 kV,20.809,23.91,44.72,65.7,66.22,29.28,Interconnection studies in this area have identified adequate deliverability.,156
-118.458947810753045,34.274782886903409,683,San Fernando,Saugus 220/66 System,D -- Distribution,66/16 kV,8.191,0.005,8.196,45.4,18.42,47.64,Interconnection studies in this area have identified adequate deliverability.,157
-119.15651000445915,34.173558004141967,684,Levy,Santa Clara 220/66 System,D -- Distribution,66/16 kV,3.981,0.295,4.276,40.4,14.02,42.34,Interconnection studies in this area have identified adequate deliverability.,158
-118.702079519379566,34.235804010253702,688,Chatsworth,Saugus 220/66 System,D -- Distribution,66/16 kV,4.537,0.413,4.951,30.5,21.9,31.33,Interconnection studies in this area have identified adequate deliverability.,159
-118.501397388687025,34.774979165712068,689,Neenach,Antelope 220/66 System,D -- Distribution,66/12 kV,0.369,3.66,4.028,2.9,232.46,15.04,Interconnection studies in this area have identified adequate deliverability.,160
-118.931173423944387,34.195378481494174,690,Newbury,Moorpark 220/66 System,D -- Distribution,66/16 kV,11.598,3.36,14.959,93.8,16.94,84.91,Interconnection studies in this area have identified adequate deliverability.,161
-118.422677225330631,34.452862187560775,693,Solemint,Saugus 220/66 System,D -- Distribution,66/16 kV,8.697,0.133,8.83,48.6,19.12,46.7,Interconnection studies in this area have identified adequate deliverability.,162
-118.156999537719528,34.836719276422642,694,Great Lakes,Antelope 220/66 System,D -- Distribution,66/12 kV,0.682,0.084,0.767,8.3,15.93,9.11,Interconnection studies in this area have identified adequate deliverability.,163
-119.09457121682307,34.145483384361583,696,Estero,Santa Clara 220/66 System,D -- Distribution,66/16 kV,2.374,1.979,4.353,30.3,57.2,27.5,Interconnection studies in this area have identified adequate deliverability.,164
-118.058943822388699,34.565943029970271,697,Palmdale,Antelope 220/66 System,D -- Distribution,66/12 kV,18.947,0.288,19.235,89.6,21.2,70.61,Interconnection studies in this area have identified adequate deliverability.,165
-119.728272478815043,34.404943295655592,698,Playa,Goleta 220/66 System,D -- Distribution,16/4.16 kV,0.826,0.007,0.833,3.4,24.32,5.38,Interconnection studies in this area have identified adequate deliverability.,166
-118.228440372054379,34.659374538951305,699,Quartz Hill,Antelope 220/66 System,D -- Distribution,66/12 kV,17.284,0.118,17.402,56,31.89,38.14,Interconnection studies in this area have identified adequate deliverability.,167
-117.718482906425805,34.577798967895596,700,Wilsona,Antelope 220/66 System,D -- Distribution,66/12 kV,2.11,3,5.11,3.1,165.97,5.75,Interconnection studies in this area have identified adequate deliverability.,168
-118.580326711282652,34.459158998091652,702,Lockheed,Saugus 220/66 System,D -- Distribution,66/16 kV,8.325,1.046,9.371,56,19.49,45.09,Interconnection studies in this area have identified adequate deliverability.,169
-118.872044553042329,34.188342099842835,703,Thousand Oaks,Moorpark 220/66 System,D -- Distribution,66/16 kV,11.813,1.053,12.865,108.4,13.77,97.06,Interconnection studies in this area have identified adequate deliverability.,170
-119.815908448315795,34.449549339123806,704,Vegas,Goleta 220/66 System,D -- Distribution,66/16 kV,6.22,1.619,7.838,38.5,31.71,38.2,Interconnection studies in this area have identified adequate deliverability.,171
-120.198957655567256,34.476169454271222,706,Gaviota,Goleta 220/66 System,D -- Distribution,66/16 kV,16.616,0,16.616,1.3,1322.56,5.78,Interconnection studies in this area have identified adequate deliverability.,172
-118.559385600400901,34.379388621681962,708,Newhall,Saugus 220/66 System,D -- Distribution,66/16 kV,12.811,0.121,12.931,109.1,12.23,98.67,Interconnection studies in this area have identified adequate deliverability.,173
-119.24186300537832,34.255915996246138,709,San Miguel,Santa Clara 220/66 System,D -- Distribution,66/16 kV,5.876,1.148,7.023,68.2,9.01,72.25,Interconnection studies in this area have identified adequate deliverability.,174
-119.055886003036051,34.356454999002167,711,Wakefield,Santa Clara 220/66 System,D -- Distribution,66/16 kV,2.418,10.581,12.999,38.1,34.28,42.93,Interconnection studies in this area have identified adequate deliverability.,175
-118.780592931880093,34.278596209017898,712,Royal,Moorpark 220/66 System,D -- Distribution,66/16 kV,14.313,0.209,14.522,109.7,13.81,96.85,Interconnection studies in this area have identified adequate deliverability.,176
-119.760926997570877,34.452460996951928,715,San Marcos,Goleta 220/66 System,D -- Distribution,66/16 kV,3.868,0.432,4.3,50,14.57,43.12,Interconnection studies in this area have identified adequate deliverability.,177
-119.175723368486956,34.22619774857899,717,Gonzales,Santa Clara 220/66 System,D -- Distribution,66/16 kV,8.145,10.127,18.272,73.4,27.62,63.74,Interconnection studies in this area have identified adequate deliverability.,178
-118.514390197850048,34.43778474837724,724,Haskell,Saugus 220/66 System,D -- Distribution,66/16 kV,21.027,3.075,24.103,100.8,30.76,69.79,Interconnection studies in this area have identified adequate deliverability.,179
-119.871108269624827,34.431962660562455,726,Isla Vista,Goleta 220/66 System,D -- Distribution,66/16 kV,4.325,30.005,34.33,37.5,116.55,6.67,Interconnection studies in this area have identified adequate deliverability.,180
-118.832398435650376,34.161931362238185,725,Potrero,Moorpark 220/66 System,D -- Distribution,66/16 kV,7.997,0.404,8.401,100.1,8.29,103.7,Interconnection studies in this area have identified adequate deliverability.,181
-117.45481186022505,34.11372910584798,802,Randall,Etiwanda 220/66 System,D -- Distribution,66/12 kV,26.15,1.574,27.724,100.8,29.38,71.18,Interconnection studies in this area have identified adequate deliverability.,182
-117.289961722398957,34.14197143230286,729,Arro,San Bernardino 220/66 System,D -- Distribution,33/4.16 kV,0.642,0.01,0.652,12.3,5.65,24.31,Interconnection studies in this area have identified adequate deliverability.,183
-117.819901202714703,34.039299427841215,770,Trophy,Chino 220/66 System,D -- Distribution,66/12 kV,5.908,0.022,5.93,72.8,8.48,66.63,Interconnection studies in this area have identified adequate deliverability.,184
-117.244031882408095,34.062377611406085,732,Timoteo,San Bernardino 220/66 System,D -- Distribution,66/12 kV,15.329,1.606,16.935,94.3,17.26,84.52,Interconnection studies in this area have identified adequate deliverability.,185
-116.983621097257867,33.933625025985641,733,Beaumont,El Casco 220/115 System,D -- Distribution,12/4.16 kV,0.22,0,0.22,3.5,7.11,4.33,Deliverability in this area has not been determined by previous interconnection studies.,186
-117.277420004052487,34.102652997337792,736,Cardiff,San Bernardino 220/66 System,D -- Distribution,66/12 kV,15.302,1.138,16.44,82.5,22.79,66,Interconnection studies in this area have identified adequate deliverability.,187
-117.31516300009082,34.059280995977659,737,Colton,Vista A 220/66 System,D -- Distribution,66/12 kV,8.288,0.55,8.838,37.4,19.55,48.69,Interconnection studies in this area have identified adequate deliverability.,188
-117.732557286292575,34.120555407222682,738,Live Oak,Padua 220/66 System,D -- Distribution,66/12 kV,11.865,0.109,11.973,73.7,18.88,62.08,Interconnection studies in this area have identified adequate deliverability.,189
-117.735358065363499,33.995513579636004,742,Peyton,Chino 220/66 System,D -- Distribution,66/12 kV,10.506,0.199,10.705,90.7,13.78,88.31,Interconnection studies in this area have identified adequate deliverability.,190
-117.486648003875587,34.078382998455162,743,Declez,Etiwanda 220/66 System,D -- Distribution,66/12 kV,24.199,2.896,27.095,98.5,26.72,74.48,Interconnection studies in this area have identified adequate deliverability.,191
-117.776553357107318,34.057385069345798,746,Ganesha,Chino 220/66 System,D -- Distribution,66/12 kV,5.558,0.034,5.592,82,9.31,76.37,Interconnection studies in this area have identified adequate deliverability.,192
-117.622482792484888,34.042252551530233,813,Firehouse,Chino 220/66 System,D -- Distribution,66/12 kV,11.54,0.602,12.142,100.8,11.18,89.54,Interconnection studies in this area have identified adequate deliverability.,193
-117.187555998848069,34.107628999608259,749,Highland,San Bernardino 220/66 System,D -- Distribution,66/12 kV,19.033,3.319,22.352,97.9,19.01,82.19,Interconnection studies in this area have identified adequate deliverability.,194
-117.398533001461345,34.049170003518689,1811,Bloomington,Vista A 220/66 System,D -- Distribution,66/12 kV,18.891,5.105,23.996,101.2,29.2,82.46,Interconnection studies in this area have identified adequate deliverability.,195
-117.285680516146542,34.242521883189319,750,Huston,Vista 220/115 System,D -- Distribution,33/12 kV,0.163,0,0.163,7.9,1.87,10.35,Interconnection studies in this area have identified adequate deliverability.,196
-116.41003174605811,36.307480909181251,752,Junction,Vea Death Valley Junction-86 System,D -- Distribution,33/33 kV,1.042,1.872,2.914,5.3,59.58,11.82,Interconnection studies in this area have identified adequate deliverability.,197
-117.645749002935034,34.056547995874219,755,Ontario,Chino 220/66 System,D -- Distribution,12/4.16 kV,0.311,0.018,0.329,9.8,3.43,10.73,Interconnection studies in this area have identified adequate deliverability.,198
-117.522882571346713,33.958530536764762,756,Pedley,Mira Loma 220/66 System,D -- Distribution,66/12 kV,10.684,0.137,10.821,56,20.36,44.6,Interconnection studies in this area have identified adequate deliverability.,199
-117.75532947274381,34.058367496704122,757,Pomona,Chino 220/66 System,D -- Distribution,12/4.16 kV,0.426,0.015,0.442,8.4,5.52,11.43,Interconnection studies in this area have identified adequate deliverability.,200
-117.110818634716011,34.027889778914258,758,Tennessee,San Bernardino 220/66 System,D -- Distribution,66/12 kV,8.631,0.862,9.492,43.3,22.56,46.23,Interconnection studies in this area have identified adequate deliverability.,201
-117.176429912201669,34.060003843412886,759,Redlands,San Bernardino 220/66 System,D -- Distribution,66/12 kV,7.734,0.08,7.813,56,14.66,47.79,Interconnection studies in this area have identified adequate deliverability.,202
-117.697904113945924,34.093365624690215,762,San Antonio,Padua 220/66 System,D -- Distribution,66/12 kV,8.408,0.401,8.809,100.8,10.07,90.65,Interconnection studies in this area have identified adequate deliverability.,203
-117.292555559272813,34.099694441584148,763,Stoddard,San Bernardino 220/66 System,D -- Distribution,33/4.16 kV,0.425,0.005,0.43,5.6,16.67,27.06,Interconnection studies in this area have identified adequate deliverability.,204
-117.80873800307063,34.116600000991717,764,San Dimas,Padua 220/66 System,D -- Distribution,66/12 kV,11.894,0.054,11.948,93.9,12.87,83.11,Interconnection studies in this area have identified adequate deliverability.,205
-117.650097002522088,34.093585003464383,767,Upland,Padua 220/66 System,D -- Distribution,66/4.16 kV,8.159,0.041,8.2,9.7,5.44,13.47,Interconnection studies in this area have identified adequate deliverability.,206
-117.050636000459789,34.011475002475684,768,Yucaipa,San Bernardino 220/66 System,D -- Distribution,66/12 kV,14.504,0.139,14.643,77.6,15.84,88.51,Interconnection studies in this area have identified adequate deliverability.,207
-117.258438003821084,34.120866999026269,769,Tippecanoe,San Bernardino 220/66 System,D -- Distribution,12/4.16 kV,0.21,0.002,0.212,5.1,4.39,9.78,Interconnection studies in this area have identified adequate deliverability.,208
-117.722732772254602,34.041767605060365,771,Francis,Chino 220/66 System,D -- Distribution,66/12 kV,9.254,0.068,9.323,92.4,10.96,82.67,Interconnection studies in this area have identified adequate deliverability.,209
-117.20177600101232,34.234556001868562,772,Burnt Mill,Vista 220/115 System,D -- Distribution,33/12 kV,0.106,0,0.106,11.4,1.21,14.86,Interconnection studies in this area have identified adequate deliverability.,210
-117.310217769061865,34.120749582949898,773,Mt. Vernon,Vista 220/115 System,D -- Distribution,33/4.16 kV,0.289,0.007,0.296,9.4,3.92,27.63,Interconnection studies in this area have identified adequate deliverability.,211
-117.632912065846867,34.082076584317598,776,Euclid,Padua 220/66 System,D -- Distribution,12/4.16 kV,0.279,0,0.279,4.5,6.41,7.21,Interconnection studies in this area have identified adequate deliverability.,212
-117.768663637223199,34.091875020219362,777,Layfair,Padua 220/66 System,D -- Distribution,66/12 kV,20.899,0.045,20.944,78.4,11.37,69.48,Interconnection studies in this area have identified adequate deliverability.,213
-117.675541920387019,34.047760374199022,781,Narod,Chino 220/66 System,D -- Distribution,66/12 kV,9.218,0.065,9.283,100.8,9.59,91.14,Interconnection studies in this area have identified adequate deliverability.,214
-117.16639300139623,34.028069998026041,785,Smiley,San Bernardino 220/66 System,D -- Distribution,12/4.16 kV,0.474,0,0.474,3,17.28,2.49,Interconnection studies in this area have identified adequate deliverability.,215
-117.8551940042897,34.006982003107943,786,Nogales,Walnut 220/66 System,D -- Distribution,66/12 kV,13.004,2.056,15.061,78,20.5,84.81,Interconnection studies in this area have identified adequate deliverability.,216
-117.50628314399728,34.010062760797652,730,Bain,Mira Loma 220/66 System,D -- Distribution,66/12 kV,10.404,0.055,10.459,49.4,17.16,47.52,Interconnection studies in this area have identified adequate deliverability.,217
-117.592661870952227,33.997768455758312,789,Archibald,Mira Loma 220/66 System,D -- Distribution,66/12 kV,21.538,0.178,21.716,72.6,21.02,57.54,Interconnection studies in this area have identified adequate deliverability.,218
-117.104053720551974,34.207539362172568,791,Running Springs,Vista 220/115 System,D -- Distribution,33/12 kV,0.109,0,0.109,5.9,3.18,10.31,Interconnection studies in this area have identified adequate deliverability.,219
-117.568086686674022,34.04387316999636,818,Milliken,Mira Loma 220/66 System,D -- Distribution,66/12 kV,15.645,0.01,15.654,112,14.9,95.31,Interconnection studies in this area have identified adequate deliverability.,220
-117.526024001454829,34.048766998952424,815,Wimbledon,Etiwanda 220/66 System,D -- Distribution,66/12 kV,13.08,0.513,13.593,90.3,10.66,91.18,Interconnection studies in this area have identified adequate deliverability.,221
-114.261282247695746,34.354544567757294,794,Havasu,Parker 161/66 System,D -- Distribution,66/16 kV,0.008,0,0.008,0.6,1.38,5.99,Interconnection studies in this area have identified inadequate deliverability.,222
-118.141821977276521,33.928327876316963,2046,Daeley P.T.,Center 220/66 System,A -- District Pole Top,12/4.16 kV,0.047,0,0.047,1,5.31,0.95,Interconnection studies in this area have identified adequate deliverability.,223
-119.051375323940931,34.159541707027294,2160,Dolphin P.T.,Santa Clara 220/66 System,D -- Distribution,16/4.16 kV,0,0,0,0.3,0,0.75,Interconnection studies in this area have identified adequate deliverability.,224
-117.236327907175294,34.238664179177817,1276,Alpine P.T.,Vista 220/115 System,A -- District Pole Top,12/2.4 kV,0.015,0,0.015,0.9,2.8,1.48,Interconnection studies in this area have identified adequate deliverability.,225
-117.125021084697892,34.21479099817698,1277,Allview P.T.,Vista 220/115 System,A -- District Pole Top,12/2.4 kV,0.018,0,0.018,0.4,4.09,0.48,Interconnection studies in this area have identified adequate deliverability.,226
-119.655889389002283,34.440499666599209,2080,Ashley P.T.,Goleta 220/66 System,A -- District Pole Top,16/4.16 kV,0.063,0,0.063,0.6,10.37,1.44,Interconnection studies in this area have identified adequate deliverability.,227
-116.504104076297608,33.931418489271813,1968,Aventura P.T.,Devers 220/115 System,A -- District Pole Top,33/12 kV,1.078,0,1.078,9.5,11.48,11.93,Deliverability in this area has not been determined by previous interconnection studies.,228
-118.100431013599248,33.829755519918649,1998,Arrington P.T.,Del Amo 220/66 System,A -- District Pole Top,12/4.16 kV,0.102,0,0.102,1.2,9.61,2.39,Interconnection studies in this area have identified adequate deliverability.,229
-117.249018389227729,34.784333798201651,2093,Armijo P.T.,Kramer 220/115 System,A -- District Pole Top,33/12 kV,0.236,0.027,0.263,1,27.13,9.72,Interconnection studies in this area have identified inadequate deliverability.,230
-119.801333170541554,34.421217966293874,2070,Barwick P.T.,Goleta 220/66 System,A -- District Pole Top,16/2.4 kV,0.021,0,0.021,0.2,13.1,0.15,Interconnection studies in this area have identified adequate deliverability.,231
-116.845202489786743,36.45596900293252,1284,Badwater P.T.,Vea Death Valley Junction-86 System,A -- District Pole Top,33/12 kV,0.134,0,0.134,3,8.73,7.24,Interconnection studies in this area have identified adequate deliverability.,232
-119.18816290257152,34.160273224765241,1285,Bard P.T.,Santa Clara 220/66 System,A -- District Pole Top,16/4.16 kV,0.168,0.031,0.2,1.7,12.68,2.29,Interconnection studies in this area have identified adequate deliverability.,233
-118.738561069654892,36.600883955362022,1289,Bigfoot P.T.,Rector 220/66 System,A -- District Pole Top,12/4.16 kV,0,0,0,0.2,0,0.75,Interconnection studies in this area have identified inadequate deliverability.,234
-114.195965057074545,34.348791792241293,1290,Black Meadows,Parker 161/66 System,A -- District Pole Top,33/12 kV,0,0,0,0.6,0,2.5,Interconnection studies in this area have identified inadequate deliverability.,235
-117.468517438548531,34.307730984395867,1291,Blue Cut P.T.,Vista 220/115 System,A -- District Pole Top,33/12 kV,0.229,0,0.229,1.5,19.69,1.21,Interconnection studies in this area have identified adequate deliverability.,236
-117.692710418790838,34.377375717847478,1296,Blue Ridge P.T.,Victor 220/115 System,A -- District Pole Top,12/2.4 kV,0.011,0,0.011,0.1,7.68,0.3,Interconnection studies in this area have identified adequate deliverability.,237
-116.721501578994989,34.408403148825435,1297,Bessemer P.T.,Victor 220/115 System,A -- District Pole Top,33/12 kV,0.001,0,0.001,0.1,0.84,0.75,Interconnection studies in this area have identified adequate deliverability.,238
-116.263022037485243,35.979792331839867,1303,Brown P.T.,Vea Death Valley Junction-72 System,A -- District Pole Top,33/4.16 kV,0.016,0,0.016,0.4,4.45,0.73,Interconnection studies in this area have identified adequate deliverability.,239
-118.436027003427952,33.977353000220454,544,Tahiti,La Cienega 220/66 System,D -- Distribution,66/16 kV,0.054,0,0.054,16.6,0,22.4,Interconnection studies in this area have identified adequate deliverability.,240
-118.77696940919661,34.044374188296281,545,Latigo,Moorpark 220/66 System,D -- Distribution,66/16 kV,2.354,0.233,2.587,26.4,12.82,37.11,Interconnection studies in this area have identified adequate deliverability.,241
-118.388480000991265,33.747332004217988,547,Marymount,La Fresa 220/66 System,D -- Distribution,66/16 kV,1.54,0.013,1.553,13.5,13.52,20.58,Interconnection studies in this area have identified adequate deliverability.,242
-118.68464815326233,34.036321288623412,550,Tapia,Moorpark 220/66 System,D -- Distribution,66/16 kV,1.095,0.005,1.1,22,6.72,26.52,Interconnection studies in this area have identified adequate deliverability.,243
-119.515101978924164,34.409947747640992,640,Carpinteria,Goleta 220/66 System,D -- Distribution,66/16 kV,2.819,30.451,33.27,32.6,102.56,14.55,Interconnection studies in this area have identified adequate deliverability.,244
-119.310803318034374,34.362955806959015,642,Casitas,Santa Clara 220/66 System,D -- Distribution,66/16 kV,3.414,1.47,4.884,40.9,12.48,50.89,Interconnection studies in this area have identified adequate deliverability.,245
-119.096772004827528,34.203997997651491,643,Colonia,Santa Clara 220/66 System,D -- Distribution,66/16 kV,10.122,26.642,36.764,62.8,63.28,44.25,Interconnection studies in this area have identified adequate deliverability.,246
-119.222296996007628,34.181734997880746,637,Channel Island,Santa Clara 220/66 System,D -- Distribution,66/16 kV,4.81793,1,5.81793,42.8,6.29,53.31,Interconnection studies in this area have identified adequate deliverability.,247
-118.288015003170102,34.718003997318412,645,Del Sur,Antelope 220/66 System,D -- Distribution,66/12 kV,34.635,0.333,34.968,21,193.49,15.35,Interconnection studies in this area have identified adequate deliverability.,248
-118.920419821933905,34.408935811633995,647,Fillmore,Saugus 220/66 System,D -- Distribution,66/16 kV,6.209,13.887,20.096,35.1,61.96,28.68,Interconnection studies in this area have identified adequate deliverability.,249
-118.186266075652696,35.054562904380262,649,Goldtown,Windhub 220/66 System,D -- Distribution,66/12 kV,16.551,0.21,16.761,15.5,125.11,3.12,Interconnection studies in this area have identified adequate deliverability.,250
-118.822321330625869,34.788714552984452,650,Gorman,Bailey 220/66 System,D -- Distribution,66/12 kV,0.086,0.267,0.353,2.3,17.02,6.81,Interconnection studies in this area have identified adequate deliverability.,251
-118.145694004510275,34.700363999977199,652,Lancaster,Antelope 220/66 System,D -- Distribution,66/12 kV,18.468,7.588,26.056,89.6,32.42,60.55,Interconnection studies in this area have identified adequate deliverability.,252
-119.008751590521143,34.219874061517864,1012,Camarillo,Santa Clara 220/66 System,D -- Distribution,66/16 kV,8.905,1.158,10.063,72.8,12.92,63.4,Interconnection studies in this area have identified adequate deliverability.,253
-117.967939149012935,34.615981102005385,654,Little Rock,Antelope 220/66 System,D -- Distribution,66/12 kV,27.191,0.054,27.245,27.4,100.17,28.58,Interconnection studies in this area have identified adequate deliverability.,254
-118.760624647942024,34.147638988619221,655,Malibu,Moorpark 220/66 System,D -- Distribution,66/16 kV,6.874,0.051,6.925,56,11.82,49.38,Interconnection studies in this area have identified adequate deliverability.,255
-119.714114298708679,34.43004540224014,656,Modoc,Goleta 220/66 System,D -- Distribution,16/4.16 kV,1.164,0.008,1.172,8.2,15.12,10.77,Interconnection studies in this area have identified adequate deliverability.,256
-118.164012669871298,34.643445239771324,584,Shuttle,Antelope 220/66 System,D -- Distribution,66/12 kV,24.408,0.141,24.549,100.8,27.25,73.33,Interconnection studies in this area have identified adequate deliverability.,257
-119.634770639866375,34.4318675311739,659,Montecito,Goleta 220/66 System,D -- Distribution,16/4.16 kV,0.419,0.029,0.448,4.3,12.3,5.47,Interconnection studies in this area have identified adequate deliverability.,258
-118.784879400463424,34.185381005680838,551,Oak Park,Moorpark 220/66 System,D -- Distribution,66/16 kV,5.973,0.016,5.989,47,14.31,49.28,Interconnection studies in this area have identified adequate deliverability.,259
-119.241968375066207,34.44566125323913,660,Ojai,Santa Clara 220/66 System,D -- Distribution,66/16 kV,4.628,0.099,4.727,28,20.35,22.3,Interconnection studies in this area have identified adequate deliverability.,260
-119.248225079036317,34.273900835291137,662,Pierpont,Santa Clara 220/66 System,D -- Distribution,16/4.16 kV,0.948,0.005,0.954,6.2,16.17,14,Interconnection studies in this area have identified adequate deliverability.,261
-117.968560005248492,34.762541999114823,665,Redman,Antelope 220/66 System,D -- Distribution,66/12 kV,4.181,0,4.181,3.7,195.79,0,Interconnection studies in this area have identified adequate deliverability.,262
-119.685201089736339,34.423152625113616,667,Santa Barbara,Goleta 220/66 System,D -- Distribution,66/4.16 kV,7.611,10.424,18.035,9,13.49,13.78,Interconnection studies in this area have identified adequate deliverability.,263
-118.717059223186283,34.280560699567623,668,Santa Susana,Saugus 220/66 System,D -- Distribution,66/16 kV,16.89,0.685,17.575,106.4,18.31,86.92,Interconnection studies in this area have identified adequate deliverability.,264
-119.239586357343086,37.2051986984373,572,Pitman,Big Creek 220/220 System,D -- Distribution,33/12 kV,0.258,0.02,0.278,2.2,0.35,6.69,Interconnection studies in this area have identified inadequate deliverability.,265
-119.207053937600634,36.166297760203648,560,Bliss,Springville 220/66 System,D -- Distribution,66/12 kV,8.533,0.789,9.322,32.1,37.59,43.94,Interconnection studies in this area have identified inadequate deliverability.,266
-119.203530758531045,35.70454737614677,561,Browning,Vestal 220/66 System,D -- Distribution,66/12 kV,1.811,0.112,1.923,19.1,10.11,50.16,Interconnection studies in this area have identified inadequate deliverability.,267
-119.242640463120736,35.775184395643912,563,Delano,Vestal 220/66 System,D -- Distribution,66/12 kV,19.358,3.721,23.079,66.4,27.65,65.63,Interconnection studies in this area have identified inadequate deliverability.,268
-119.251761001606539,35.893572998940527,564,Earlimart,Vestal 220/66 System,D -- Distribution,66/12 kV,4.802,0,4.802,24.3,36.2,33.22,Interconnection studies in this area have identified inadequate deliverability.,269
-118.69554791027123,35.724134350652704,566,Glennville,Vestal 220/66 System,D -- Distribution,66/12 kV,0.173,0.038,0.211,2.7,20.91,3.64,Interconnection studies in this area have identified inadequate deliverability.,270
-119.438176869592667,36.3260123879435,567,Goshen,Rector 220/66 System,D -- Distribution,66/12 kV,2.925,1,3.925,28.2,20.04,50.36,Interconnection studies in this area have identified inadequate deliverability.,271
-119.649098147013902,36.323595091893303,568,Hanford,Rector 220/66 System,D -- Distribution,66/12 kV,24.314,6.303,30.617,104.8,32.39,78.04,Interconnection studies in this area have identified inadequate deliverability.,272
-118.528302607877819,35.483344632395308,570,Havilah,Windhub 220/66 System,D -- Distribution,66/12 kV,0.051,0,0.051,0.9,5.61,2.75,Interconnection studies in this area have identified adequate deliverability.,273
-119.332690519301991,36.282968744623112,571,Liberty,Rector 220/66 System,D -- Distribution,66/12 kV,17.237,6.537,23.773,96.9,26.65,86.18,Interconnection studies in this area have identified inadequate deliverability.,274
-119.476387995691837,36.239656004704841,573,Laurel,Rector 220/66 System,D -- Distribution,66/12 kV,9.794,1.569,11.363,28.4,51.65,41.35,Interconnection studies in this area have identified inadequate deliverability.,275
-119.026086996803087,36.387716000465318,574,Lemon Cove,Rector 220/66 System,D -- Distribution,66/12 kV,0.371,0,0.371,4.6,8.14,27.62,Interconnection studies in this area have identified inadequate deliverability.,276
-119.091572981764486,36.20420578964815,575,Lindsay,Springville 220/66 System,D -- Distribution,66/12 kV,9.64,0.026,9.667,56,24.91,42.05,Interconnection studies in this area have identified inadequate deliverability.,277
-118.420277938394449,35.308412736728911,577,Loraine,Windhub 220/66 System,D -- Distribution,66/12 kV,0.092,0.013,0.106,1.1,11.08,2.88,Interconnection studies in this area have identified adequate deliverability.,278
-119.160237079538661,35.805895765750385,578,Mariposa,Vestal 220/66 System,D -- Distribution,66/12 kV,2.48,0,2.48,16.7,14.87,25.51,Interconnection studies in this area have identified inadequate deliverability.,279
-119.395650001509949,36.124128004688743,579,Octol,Rector 220/66 System,D -- Distribution,66/12 kV,6.939,0,6.939,30.2,32.42,46.23,Interconnection studies in this area have identified inadequate deliverability.,280
-119.302816677117619,35.964856760257,580,Pixley,Vestal 220/66 System,D -- Distribution,66/12 kV,7.088,1.692,8.78,31.2,63.35,36.23,Interconnection studies in this area have identified inadequate deliverability.,281
-119.144266994809271,35.994156999731231,581,Poplar,Vestal 220/66 System,D -- Distribution,66/12 kV,7.429,0.13,7.56,23,70.7,39.77,Interconnection studies in this area have identified inadequate deliverability.,282
-119.03416632409423,36.067956061187267,583,Porterville,Springville 220/66 System,D -- Distribution,66/12 kV,27.313,1.442,28.755,103.6,29.91,81.02,Interconnection studies in this area have identified inadequate deliverability.,283
-119.057675003314273,36.146634996110748,585,Strathmore,Springville 220/66 System,D -- Distribution,66/12 kV,7.439,0.631,8.069,32.8,25.06,26.56,Interconnection studies in this area have identified inadequate deliverability.,284
-119.019423485366644,35.963920922025487,586,Terra Bella,Vestal 220/66 System,D -- Distribution,66/12 kV,2.866,0.004,2.87,25.1,11.1,53.21,Interconnection studies in this area have identified inadequate deliverability.,285
-119.304750346580761,36.051730575734027,587,Tipton,Springville 220/66 System,D -- Distribution,66/12 kV,14.175,1.315,15.49,32.2,43.19,42.1,Interconnection studies in this area have identified inadequate deliverability.,286
-119.32989254477134,36.212831643219623,589,Tulare,Rector 220/66 System,D -- Distribution,66/12 kV,16.766,9.783,26.549,110.9,23.42,86.02,Interconnection studies in this area have identified inadequate deliverability.,287
-119.189815221484309,36.415240906460085,590,Venice Hill,Rector 220/66 System,D -- Distribution,66/12 kV,3.223,0.373,3.596,35.1,10.4,41.15,Interconnection studies in this area have identified inadequate deliverability.,288
-119.134537256627013,36.325382505501615,591,Venida,Rector 220/66 System,D -- Distribution,66/12 kV,13.52,0.1,13.62,46.1,30.81,41.8,Interconnection studies in this area have identified inadequate deliverability.,289
-118.492709408773464,35.411943481723569,594,Walker Basin,Windhub 220/66 System,D -- Distribution,66/12 kV,0.029,0,0.029,0.3,10.98,2.77,Interconnection studies in this area have identified adequate deliverability.,290
-119.179884930821601,36.08093763490745,595,Woodville,Springville 220/66 System,D -- Distribution,66/12 kV,2.866,0.986,3.852,16.8,32.1,50.61,Interconnection studies in this area have identified inadequate deliverability.,291
