X,Y,SUBST_ID,SUB_NAME,SYS_NAME,SUB_TYPE,SUBSTATION_VOLTAGE,EXISTING_GEN,QUEUED_GEN,TOTAL_GEN,PROJECTED_LOAD,PENETRATION_LEVEL,MAX_REMAIN_CAP,NOTE,OBJECTID
-118.081363995012694,34.051221003288923,400,Rush,Mesa 220/66 System,D -- Distribution,66/16 kV,4.868,2.607,7.475,99.8,6.58,94.23,Interconnection studies in this area have identified adequate deliverability.,425
-118.149277995033046,34.126135002936088,402,Garfield,Mesa 220/66 System,D -- Distribution,66/4.16 kV,0.398,0.015,0.413,9,4.87,8.56,Interconnection studies in this area have identified adequate deliverability.,426
-118.090010757526059,34.064067015542584,403,Garvey,Mesa 220/66 System,D -- Distribution,16/4.16 kV,0.318,0,0.318,7.6,4.25,13.18,Interconnection studies in this area have identified adequate deliverability.,427
-118.121567998535411,34.105522001998189,404,Granada,Eagle Rock 220/66 System,D -- Distribution,16/4.16 kV,0.48,0.031,0.51,10,5.21,9.48,Interconnection studies in this area have identified adequate deliverability.,428
-118.210587115757235,34.205101445607433,407,La Canada,Gould 220/66 System,D -- Distribution,16/4.16 kV,2.707,0.023,2.729,7.3,10.9,14.21,Interconnection studies in this area have identified adequate deliverability.,429
-118.068773001377963,34.129104785196041,408,Michillinda,Mesa 220/66 System,D -- Distribution,16/4.16 kV,0.492,0,0.492,11.3,4.58,14.48,Interconnection studies in this area have identified adequate deliverability.,430
-118.002877029812453,34.142954284101606,409,Monrovia,Rio Hondo 220/66 System,D -- Distribution,16/4.16 kV,0.646,0.014,0.66,11.4,6.26,14.24,Interconnection studies in this area have identified adequate deliverability.,431
-118.129473893484501,34.045722224299688,412,Newmark,Mesa 220/66 System,D -- Distribution,66/4.16 kV,1.455,0.768,2.224,11.8,6.82,14.19,Interconnection studies in this area have identified adequate deliverability.,432
-118.129612670619494,34.070332853117414,413,Ramona,Mesa 220/66 System,D -- Distribution,66/4.16 kV,0.512,0.184,0.696,19,3.79,31.01,Interconnection studies in this area have identified adequate deliverability.,433
-117.565786922291593,34.090687084054629,1192,Genamic,Etiwanda 220/66 System,D -- Distribution,66/12 kV,5.419,0.043,5.462,28,14.07,24.06,Interconnection studies in this area have identified adequate deliverability.,434
-119.261063871145566,37.13603914304224,620,Timberwine,Big Creek 220/220 System,D -- Distribution,33/12 kV,0.053,0,0.053,4.2,1.25,13.95,Interconnection studies in this area have identified inadequate deliverability.,435
-118.910864983042543,37.646406453278182,200,Casa Diablo,Inyo Sce 220/115 System,D -- Distribution,115/33 kV,25.039,40.7,65.739,31.4,196.89,22.21,Interconnection studies in this area have identified inadequate deliverability.,436
-119.172604750197138,38.043603204569976,189,Lundy,Inyo Sce 220/115 System,D -- Distribution,55/16 kV,0.031,0.003,0.035,3.2,132.51,9.78,Interconnection studies in this area have identified inadequate deliverability.,437
-118.675417073487566,37.56199618432165,205,Sherwin,Inyo Sce 220/115 System,D -- Distribution,115/12 kV,0.465,0,0.465,1.9,28.03,4.48,Interconnection studies in this area have identified inadequate deliverability.,438
-118.398125842814196,37.617659469881559,195,Zack,Inyo Sce 220/115 System,D -- Distribution,55/12 kV,0.383,0,0.383,5.1,38.32,12.05,Interconnection studies in this area have identified inadequate deliverability.,439
-119.124265917871782,37.767526073045765,198,June Lake,Inyo Sce 220/115 System,D -- Distribution,2.4/12 kV,0.02,0.038,0.058,2.6,2.2,7.44,Interconnection studies in this area have identified inadequate deliverability.,440
-117.977503004294803,37.374867001746559,203,Deep Springs,Inyo Sce 220/115 System,D -- Distribution,55/2.4 kV,0.225,0,0.225,0.4,72.22,0.13,Interconnection studies in this area have identified inadequate deliverability.,441
-118.465437491893809,37.350128411873825,208,Mt. Tom,Inyo Sce 220/115 System,D -- Distribution,55/12 kV,2.71,0.321,3.031,14,21.91,24.92,Interconnection studies in this area have identified inadequate deliverability.,442
-119.233936155428566,38.218679162872249,2001,Bridgeport,Inyo Sce 220/115 System,D -- Distribution,16/16 kV,0.046,3.636,3.682,2,208.53,0,Interconnection studies in this area have identified inadequate deliverability.,443
-118.964992056900499,37.63661913528189,193,Skiland,Inyo Sce 220/115 System,D -- Distribution,33/12 kV,1.08,0.005,1.085,26.5,3.89,43.77,Interconnection studies in this area have identified inadequate deliverability.,444
-119.010542778197077,37.651723815805489,209,Minaret,Inyo Sce 220/115 System,D -- Distribution,33/12 kV,0.019,0,0.019,16.1,0.12,20.98,Interconnection studies in this area have identified inadequate deliverability.,445
-118.10902320705236,34.038223710734471,285,Mesa,Mesa 220/66 System,D -- Distribution,66/16 kV,3.591,0.293,3.885,48.5,8.21,52.02,Interconnection studies in this area have identified adequate deliverability.,446
-117.97812610631857,34.106835858296051,288,Rio Hondo,Rio Hondo 220/66 System,D -- Distribution,66/12 kV,8.665,1.569,10.233,76.9,8.99,71.49,Interconnection studies in this area have identified adequate deliverability.,447
-117.949783001463203,34.008157000470185,289,Walnut,Walnut 220/66 System,D -- Distribution,66/12 kV,8.938,0.482,9.42,94.2,8.93,92.39,Interconnection studies in this area have identified adequate deliverability.,448
-118.184970737352344,34.220454788830828,291,Gould,Gould 220/66 System,D -- Distribution,66/16 kV,2.225,0.036,2.262,20.8,11.33,25.64,Interconnection studies in this area have identified adequate deliverability.,449
-118.332146717796078,33.868545360240276,299,La Fresa,La Fresa 220/66 System,D -- Distribution,66/16 kV,7.796,1.087,8.882,75.7,9.33,82.54,Interconnection studies in this area have identified adequate deliverability.,450
-118.372575996334191,33.896016003665579,302,El Nido,El Nido 220/66 System,D -- Distribution,66/16 kV,13.463,1.765,15.229,82.4,13.97,70.89,Interconnection studies in this area have identified adequate deliverability.,451
-119.243572482295988,36.304677644263975,304,Rector,Rector 220/66 System,D -- Distribution,66/12 kV,10.173,0.077,10.249,56,19.47,45.1,Interconnection studies in this area have identified inadequate deliverability.,452
-119.085204100673252,35.845372611350918,307,Vestal,Vestal 220/66 System,D -- Distribution,66/12 kV,1.669,0.068,1.737,16.8,15.57,25.39,Interconnection studies in this area have identified inadequate deliverability.,453
-115.453552001664306,33.811428002091212,310,Eagle Mountain,Eagle Mountain 220/220 System,D -- Distribution,66/12 kV,0.041,0.084,0.125,2,7.9,13.84,Interconnection studies in this area have identified inadequate deliverability.,454
-117.794377673279257,35.653169348846113,1607,Inyokern,Kramer 220/115 System,D -- Distribution,115/33 kV,2.142,32.037,34.18,28.7,125.8,75.9,Interconnection studies in this area have identified inadequate deliverability.,455
-117.541993928979039,34.991646934797117,1617,Kramer,Kramer 220/115 System,D -- Distribution,33/2.4 kV,0.057,8,8.057,0.9,4.25,1.46,Interconnection studies in this area have identified inadequate deliverability.,456
-115.517058995359832,35.255307003496092,739,Cima,Cima 220/16 System,D -- Distribution,220/16 kV,0,0,0,1.1,0.89,4.99,Deliverability in this area has not been determined by previous interconnection studies.,457
-118.576797385939884,34.423050423894296,315,Saugus,Saugus 220/66 System,D -- Distribution,66/16 kV,8.468,1.653,10.121,103.4,9.98,101.68,Interconnection studies in this area have identified adequate deliverability.,458
-119.885287279866006,34.474587312946909,320,Goleta,Goleta 220/66 System,D -- Distribution,66/16 kV,0.514,0,0.514,4.2,18.5,27.22,Interconnection studies in this area have identified adequate deliverability.,459
-118.902358527495068,34.279573333494795,322,Moorpark,Moorpark 220/66 System,D -- Distribution,66/16 kV,28.697,8.358,37.055,85.1,19.72,89.22,Interconnection studies in this area have identified adequate deliverability.,460
-117.639849998229579,34.120644996639754,313,Padua,Padua 220/66 System,D -- Distribution,66/12 kV,16.045,0.372,16.416,112,15.74,94.38,Interconnection studies in this area have identified adequate deliverability.,461
-117.679455005120829,33.998000999012646,330,Chino,Chino 220/66 System,D -- Distribution,66/12 kV,12.663,0.148,12.81,84,16.19,70.4,Interconnection studies in this area have identified adequate deliverability.,462
-116.578361001487409,33.934017002272405,339,Devers,Devers 220/115 System,D -- Distribution,115/12 kV,4.883,6.541,11.424,25.4,54.7,42.11,Deliverability in this area has not been determined by previous interconnection studies.,463
-117.564197999285014,34.008190997426659,344,Mira Loma,Mira Loma 220/66 System,D -- Distribution,66/12 kV,30.619,0.031,30.65,56,51.53,27.14,Interconnection studies in this area have identified adequate deliverability.,464
-117.15614491553211,33.740104692152094,347,Valley,Valley 'Ab' 500/115 System,D -- Distribution,115/12 kV,17.923,3.909,21.831,70.1,24.41,55.7,Deliverability in this area has not been determined by previous interconnection studies.,465
-118.174568090055374,33.880161048991432,355,Lighthipe,Lighthipe 220/66 System,D -- Distribution,66/12 kV,4.374,0.276,4.65,47.6,4.49,48.26,Interconnection studies in this area have identified adequate deliverability.,466
-118.147621003084154,33.976063000322334,358,Laguna Bell,Laguna Bell Ab 220/66 System,D -- Distribution,66/16 kV,1.978,0.066,2.044,54.7,4.74,53.41,Interconnection studies in this area have identified adequate deliverability.,467
-117.983810348094138,33.809808784407423,363,Barre,Barre 220/66 System,D -- Distribution,66/12 kV,6.576,0.169,6.744,76.9,8.28,105.64,Interconnection studies in this area have identified adequate deliverability.,468
-117.834534003209853,33.814027003819191,367,Villa Park,Villa Park 220/66 System,D -- Distribution,66/12 kV,11.586,0.401,11.988,100.8,12.72,87.98,Interconnection studies in this area have identified adequate deliverability.,469
-117.642149785968229,33.666065484117027,1013,Viejo,Viejo 220/66 System,D -- Distribution,66/12 kV,6.219,0.342,6.562,54.2,10.42,50.35,Interconnection studies in this area have identified adequate deliverability.,470
-118.10584791944116,33.92886860032241,371,Center,Center 220/66 System,D -- Distribution,66/12 kV,8.214,4.041,12.255,84,11.64,74.22,Interconnection studies in this area have identified adequate deliverability.,471
-117.852074127460227,33.713483846486923,294,Johanna,Johanna 220/66 System,D -- Distribution,66/12 kV,3.391,35.102,38.492,72.8,49.59,36.7,Interconnection studies in this area have identified adequate deliverability.,472
-117.943431630333492,33.685445445036208,374,Ellis,Ellis 'A' 220/66 System,D -- Distribution,66/12 kV,12.602,1.133,13.735,44.8,15.36,37.92,Interconnection studies in this area have identified adequate deliverability.,473
-117.921231467698988,33.944105624341269,379,Olinda,Olinda 220/66 System,D -- Distribution,66/12 kV,3.818,0.285,4.103,27.9,15.17,23.77,Interconnection studies in this area have identified adequate deliverability.,474
-117.525660693109515,34.087406355522546,1874,Etiwanda,Etiwanda 220/66 System,D -- Distribution,66/12 kV,38.022,0.015,38.037,72.9,32.94,59.97,Interconnection studies in this area have identified adequate deliverability.,475
-118.149573003568989,34.090968999323174,387,Alhambra,Eagle Rock 220/66 System,D -- Distribution,66/16 kV,14.15,3.398,17.547,109.1,8.05,103.22,Interconnection studies in this area have identified adequate deliverability.,476
-118.605113941087041,34.088704687675587,515,Topanga,Moorpark 220/66 System,D -- Distribution,16/4.16 kV,0.119,0,0.119,1.8,1.36,2.97,Interconnection studies in this area have identified adequate deliverability.,477
-118.361727449584706,33.916039936481468,516,Felton,El Nido 220/66 System,D -- Distribution,66/16 kV,3.259,0.977,4.236,44,9.24,40.74,Interconnection studies in this area have identified adequate deliverability.,478
-118.399304459416427,34.062880472354443,518,Bedford,La Cienega 220/66 System,D -- Distribution,16/4.16 kV,0.261,0.006,0.267,13.6,2.12,24.49,Interconnection studies in this area have identified adequate deliverability.,479
-118.378404547968543,33.872375999703003,520,Ditmar,La Fresa 220/66 System,D -- Distribution,16/4.16 kV,4.543,0.083,4.626,11.9,12.13,10.81,Interconnection studies in this area have identified adequate deliverability.,480
-118.452202855358038,34.047747065045414,524,Sawtelle,La Cienega 220/66 System,D -- Distribution,66/16 kV,10.83,0,10.83,26.3,8.71,53.71,Interconnection studies in this area have identified adequate deliverability.,481
-118.354976377560888,33.808270801930405,527,Rolling Hills,La Fresa 220/66 System,D -- Distribution,66/4.16 kV,2.445,0.082,2.527,8,10.14,8.19,Interconnection studies in this area have identified adequate deliverability.,482
-118.344382346887571,33.824651156424252,529,Haveda,La Fresa 220/66 System,D -- Distribution,16/4.16 kV,0.077,0,0.077,0.6,18.25,5.84,Interconnection studies in this area have identified adequate deliverability.,483
-118.378744915138128,33.760317629455159,530,Lunada,La Fresa 220/66 System,D -- Distribution,16/4.16 kV,0.073,0.006,0.08,1.9,4.01,5.87,Interconnection studies in this area have identified adequate deliverability.,484
-118.325992498125132,33.880624437489921,532,Bridge,La Fresa 220/66 System,D -- Distribution,66/4.16 kV,0.775,0.003,0.778,10.7,7.85,19.16,Interconnection studies in this area have identified adequate deliverability.,485
-118.372719724983014,33.766929235509217,537,Crest,La Fresa 220/66 System,D -- Distribution,66/16 kV,3.902,0.137,4.038,52.8,11.48,49.93,Interconnection studies in this area have identified adequate deliverability.,486
-118.387552299119264,33.779942685827415,539,Bluff Cove,La Fresa 220/66 System,D -- Distribution,16/4.16 kV,1.025,0.003,1.028,7.5,14.24,6.43,Interconnection studies in this area have identified adequate deliverability.,487
-118.376002422356095,33.827593371660456,541,Topaz,La Fresa 220/66 System,D -- Distribution,66/4.16 kV,0.699,0,0.699,6.1,11.55,24.09,Interconnection studies in this area have identified adequate deliverability.,488
-118.34459467897635,33.829617505230182,542,Torrance,La Fresa 220/66 System,D -- Distribution,66/16 kV,4.04,1.975,6.015,81,5.19,96.6,Interconnection studies in this area have identified adequate deliverability.,489
-117.161222508826597,34.262437548165572,822,Canadian P.T.,Vista 220/115 System,A -- District Pole Top,33/12 kV,0.10193,0,0.10193,4.8,3.08,9.85,Interconnection studies in this area have identified adequate deliverability.,490
-114.533772004735056,33.865888356625078,1272,Aha P.T.,Blythe (Walc) 161/33 System,A -- District Pole Top,33/12 kV,0,0,0,2.7,0,5,Interconnection studies in this area have identified inadequate deliverability.,491
-118.116193118577399,33.839948713583588,2049,Albury P.T.,Del Amo 220/66 System,A -- District Pole Top,12/4.16 kV,0.032,0,0.032,1,4.12,1.96,Interconnection studies in this area have identified adequate deliverability.,492
-119.484068042500425,34.396531182821334,1343,Copy P.T.,Goleta 220/66 System,A -- District Pole Top,16/4.16 kV,0.021,0,0.021,0.2,9.02,0.28,Interconnection studies in this area have identified adequate deliverability.,493
-118.419414464268655,33.778521139116776,1344,Crestwind U.G.S.,La Fresa 220/66 System,A -- District Pole Top,16/4.16 kV,0.078,0.011,0.089,1.3,7.96,1.4,Interconnection studies in this area have identified adequate deliverability.,494
-118.987083281738819,37.629005452288361,1345,Crawford P.T.,Inyo Sce 220/115 System,A -- District Pole Top,12/2.4 kV,0.003,0,0.003,0.2,1.68,0.16,Interconnection studies in this area have identified inadequate deliverability.,495
-117.197137601246695,34.243916948644511,1346,Cottage Grove,Vista 220/115 System,A -- District Pole Top,12/2.4 kV,0.006,0,0.006,0.5,1.37,0.44,Interconnection studies in this area have identified adequate deliverability.,496
-116.921734540367353,34.089199333095252,1348,Crump P.T.,El Casco 220/115 System,A -- District Pole Top,33/12 kV,0.013,0,0.013,0.7,1.84,1.49,Deliverability in this area has not been determined by previous interconnection studies.,497
-117.120396873822244,34.206085575770786,1349,Dalba P.T.,Vista 220/115 System,A -- District Pole Top,12/2.4 kV,0.02,0,0.02,0.7,2.9,0.98,Interconnection studies in this area have identified adequate deliverability.,498
-117.184614385500154,33.499730138707079,1350,Deluz P.T.,Valley 'D' 500/115 System,A -- District Pole Top,33/12 kV,0.401,0,0.401,1.5,27.31,1.09,Deliverability in this area has not been determined by previous interconnection studies.,499
-119.166101249374051,37.06493512389541,1351,Dinkey Creek P.T.,Big Creek 220/220 System,A -- District Pole Top,12/4.16 kV,0,0,0,0.2,0,0.3,Interconnection studies in this area have identified inadequate deliverability.,500
-119.811531504111954,34.42823965181725,1354,Deigaard P.T.,Goleta 220/66 System,A -- District Pole Top,16/4.16 kV,0.016,0,0.016,0.5,3.16,0.48,Interconnection studies in this area have identified adequate deliverability.,501
-117.851531062633285,35.791809933634568,1363,Domeland P.T.,Kramer 220/115 System,A -- District Pole Top,33/12 kV,0.014,0,0.014,0.6,2.49,7.82,Interconnection studies in this area have identified inadequate deliverability.,502
-116.910337920683247,33.896591759449443,1364,Dysart P.T.,El Casco 220/115 System,A -- District Pole Top,33/12 kV,0.059,0,0.059,0.6,10.34,0.69,Deliverability in this area has not been determined by previous interconnection studies.,503
-119.116800997810799,37.952912230541322,1365,Cain Ranch P.T.,Inyo Sce 220/115 System,A -- District Pole Top,2.4/12 kV,0.044,0,0.044,0.5,8.51,9.96,Interconnection studies in this area have identified inadequate deliverability.,504
-116.605172595564326,33.889737065162151,1366,Cove P.T.,Devers 220/115 System,A -- District Pole Top,33/12 kV,0.09256,0,0.09256,2.4,5.17,4.88,Deliverability in this area has not been determined by previous interconnection studies.,505
-118.129193467300567,34.202680984852101,1960,Dolores P.T.,Gould 220/66 System,A -- District Pole Top,16/4.16 kV,0.131,0,0.131,1.3,10.06,1.37,Interconnection studies in this area have identified adequate deliverability.,506
-117.672750250233051,35.626812081422095,1730,Ridgecrest,Kramer 220/115 System,D -- Distribution,33/4.8 kV,0.075,0,0.075,2.3,3.28,5.68,Interconnection studies in this area have identified inadequate deliverability.,507
-114.65458711091425,33.525370998681929,1731,Ripley,Blythe (Walc) 161/33 System,D -- Distribution,33/12 kV,0.16,0,0.16,3.7,4.99,6.82,Interconnection studies in this area have identified inadequate deliverability.,508
-117.260008621857082,33.673863125636032,1846,Canyon Lake,Valley 'D' 500/115 System,D -- Distribution,33/12 kV,3.505,0.649,4.154,14,31.75,9.56,Deliverability in this area has not been determined by previous interconnection studies.,509
-117.41436986872904,33.999224592296898,1734,Rubidoux,Vista 220/115 System,D -- Distribution,33/12 kV,1.147,0,1.147,8.8,12.06,9.44,Interconnection studies in this area have identified adequate deliverability.,510
-114.571576194908886,33.691667258395483,1738,Second Avenue,Blythe (Walc) 161/33 System,D -- Distribution,33/12 kV,0.213,0,0.213,2.3,9.28,4.79,Interconnection studies in this area have identified inadequate deliverability.,511
-116.384531512632933,33.699401444698246,1741,Silver Spur,Mirage 220/115 System,D -- Distribution,33/12 kV,6.744,0.143,6.887,28,26.3,20.64,Interconnection studies in this area have identified inadequate deliverability.,512
-117.304293404017599,34.128923217145775,1742,Sixteenth Street,Vista 220/115 System,D -- Distribution,33/12 kV,1.053,0.321,1.374,26.5,5.48,26.55,Interconnection studies in this area have identified adequate deliverability.,513
-116.543625505731512,33.81300058414088,1747,Sunny Dunes,Devers 220/115 System,D -- Distribution,33/4.16 kV,0.966,0.016,0.982,6.7,15.68,10.15,Deliverability in this area has not been determined by previous interconnection studies.,514
-117.370167166534344,35.772886271468337,1755,Trona,Kramer 220/115 System,D -- Distribution,33/12 kV,0.087,0,0.087,2.1,4.2,5.52,Interconnection studies in this area have identified inadequate deliverability.,515
-116.05370462295204,34.138282854156984,1757,Twentynine Palms,Devers 220/115 System,D -- Distribution,33/12 kV,2.098,0.015,2.113,9.3,24.14,9.51,Deliverability in this area has not been determined by previous interconnection studies.,516
-114.724185164631436,33.417844256628008,1760,Verdant,Blythe (Walc) 161/33 System,D -- Distribution,33/12 kV,0.091,0.006,0.097,3.2,3.98,5.12,Interconnection studies in this area have identified inadequate deliverability.,517
-117.29466977483672,34.535406758406438,1761,Victorville,Victor 220/115 System,D -- Distribution,33/12 kV,2.085,0.013,2.099,20.3,10.67,22.34,Interconnection studies in this area have identified adequate deliverability.,518
-117.049537997772873,34.892183997879471,1764,West Barstow,Kramer 220/115 System,D -- Distribution,33/4.16 kV,0.322,0,0.322,2,16.9,2.16,Interconnection studies in this area have identified inadequate deliverability.,519
-117.030357459982184,34.864595436997554,1800,Tortilla,Kramer 220/115 System,D -- Distribution,115/33 kV,6.239,3.235,9.474,31.1,115.83,75.96,Interconnection studies in this area have identified inadequate deliverability.,520
-116.988159521718828,33.772212717073131,1801,Nelson,Valley 'Ab' 500/115 System,D -- Distribution,115/12 kV,39.353,24.798,64.15,72.8,36.4,46.3,Deliverability in this area has not been determined by previous interconnection studies.,521
-117.291345320175964,34.074922459771422,1803,Homart,Vista 220/115 System,D -- Distribution,115/12 kV,4.965,0.059,5.023,40.4,8.54,52.55,Interconnection studies in this area have identified adequate deliverability.,522
-117.704767535567399,35.015566488941722,1824,Holgate,Kramer 220/115 System,D -- Distribution,33/12 kV,0.357,0,0.357,1.7,21.37,4.88,Interconnection studies in this area have identified inadequate deliverability.,523
-117.316845995572265,34.093203764439295,1610,Calectric,Vista 220/115 System,D -- Distribution,115/33 kV,8.493,8.71,17.203,103.9,20.67,90.52,Interconnection studies in this area have identified adequate deliverability.,524
-116.543987386653811,33.901454183878172,1613,Garnet,Devers 220/115 System,D -- Distribution,115/33 kV,114.498,26.605,141.103,102.1,222.62,0,Deliverability in this area has not been determined by previous interconnection studies.,525
-117.389143007916161,34.506298377757389,1623,Victor,Victor 220/115 System,D -- Distribution,115/33 kV,102.33,5.565,107.896,89.7,115.97,57.95,Interconnection studies in this area have identified adequate deliverability.,526
-116.1239491591449,34.147842960870399,1835,Carodean,Devers 220/115 System,D -- Distribution,115/12 kV,16.395,0.005,16.4,14,24.93,38.52,Deliverability in this area has not been determined by previous interconnection studies.,527
-117.476724702105813,33.760239957400692,1830,Ivyglen,Valley 'D' 500/115 System,D -- Distribution,115/12 kV,7.152,0.254,7.406,33.3,24.53,47.84,Deliverability in this area has not been determined by previous interconnection studies.,528
-117.237645942309612,34.079963312250868,141,San Bernardino,San Bernardino 220/66 System,D -- Distribution,66/12 kV,22.063,0,22.063,48.2,43.74,34.91,Interconnection studies in this area have identified adequate deliverability.,529
-117.146831015579707,33.686574281515632,1887,Sun City,Valley 'D' 500/115 System,D -- Distribution,115/12 kV,11.196,0.126,11.322,39,31.16,43.86,Deliverability in this area has not been determined by previous interconnection studies.,530
-117.355959998600582,34.415639000481818,1833,Aqueduct,Victor 220/115 System,D -- Distribution,115/12 kV,15.023,3.942,18.965,83.4,25.83,62.45,Interconnection studies in this area have identified adequate deliverability.,531
-117.119148998009919,34.063709997597712,1724,Mentone,El Casco 220/115 System,D -- Distribution,115/12 kV,2.848,0.013,2.861,24.9,12,25.01,Deliverability in this area has not been determined by previous interconnection studies.,532
-117.325499003173491,33.859042000915323,1816,Cajalco,Valley 'Ab' 500/115 System,D -- Distribution,115/12 kV,18.636,2.77,21.406,61.1,40.23,48.23,Deliverability in this area has not been determined by previous interconnection studies.,533
-117.289624996101224,34.412778999946212,1804,Hesperia,Victor 220/115 System,D -- Distribution,115/12 kV,10.127,1.675,11.802,49.4,26.84,36.73,Interconnection studies in this area have identified adequate deliverability.,534
-117.29169251005014,33.631572784166089,1812,Skylark,Valley 'D' 500/115 System,D -- Distribution,115/12 kV,9.956,0.679,10.635,65.5,18.5,60.69,Deliverability in this area has not been determined by previous interconnection studies.,535
-116.920338335633645,33.735866778723739,1625,Mayberry,Valley 'Ab' 500/115 System,D -- Distribution,115/12 kV,14.845,0.25,15.096,100.3,16.14,90.21,Deliverability in this area has not been determined by previous interconnection studies.,536
-117.331101630310556,34.169942149443678,748,Shandin,Vista 220/115 System,D -- Distribution,115/12 kV,10.238,3.342,13.579,75.5,17.41,70.85,Interconnection studies in this area have identified adequate deliverability.,537
-117.215130082938174,34.282679826219365,1808,Arrowhead,Vista 220/115 System,D -- Distribution,115/33 kV,0.237,0,0.237,34.2,2.76,55.06,Interconnection studies in this area have identified adequate deliverability.,538
-117.007593997968968,33.733295004335233,811,Stetson,Valley 'Ab' 500/115 System,D -- Distribution,115/12 kV,13.459,0.315,13.774,100.8,15.3,85.38,Deliverability in this area has not been determined by previous interconnection studies.,539
-116.987656540618204,33.925528941103913,1810,Maraschino,El Casco 220/115 System,D -- Distribution,115/12 kV,13.182,0.117,13.299,81.3,19.25,68.34,Deliverability in this area has not been determined by previous interconnection studies.,540
-116.442779635704596,35.048962100277706,1657,Dunn Siding,Eldorado 220/115 System,D -- Distribution,115/12 kV,0,0,0,1,0,5,Interconnection studies in this area have identified inadequate deliverability.,541
-116.493454998660354,33.807706999315663,1815,Eisenhower,Devers 220/115 System,D -- Distribution,115/12 kV,9.364,20.435,29.799,44.8,51.61,21.68,Deliverability in this area has not been determined by previous interconnection studies.,542
-116.449886311223523,33.791912365305819,1624,Tamarisk,Mirage 220/115 System,D -- Distribution,115/12 kV,26.883,1.12,28.003,111.4,24.9,84.27,Interconnection studies in this area have identified inadequate deliverability.,543
-117.647962679967193,35.000910684213828,1626,Amargo,Kramer 220/115 System,D -- Distribution,33/4.16 kV,0.355,0.003,0.358,1.2,29.09,1.14,Interconnection studies in this area have identified inadequate deliverability.,544
-115.743455995745009,34.549484998083194,1627,Amboy,Devers 220/115 System,D -- Distribution,33/12 kV,0,0,0,0.6,0,2.5,Deliverability in this area has not been determined by previous interconnection studies.,545
-117.022146348940552,34.901044872266809,2201,Barstow,Kramer 220/115 System,D -- Distribution,33/33 kV,23.967,5.799,29.765,20.6,142.65,15.56,Interconnection studies in this area have identified inadequate deliverability.,546
-114.599638192657352,33.605784158013925,1636,Blythe City,Blythe (Walc) 161/33 System,D -- Distribution,33/12 kV,4.038,4.549,8.587,22.4,112.55,2.75,Interconnection studies in this area have identified inadequate deliverability.,547
-117.338171063474434,34.685929875333912,1641,Bryman,Victor 220/115 System,D -- Distribution,33/4.16 kV,0.081,0,0.081,0.9,11.09,0.9,Interconnection studies in this area have identified adequate deliverability.,548
-116.78448895568917,33.913935131704037,1642,Cabazon,El Casco 220/115 System,D -- Distribution,33/12 kV,0.578,0,0.578,6.8,8.77,13.41,Deliverability in this area has not been determined by previous interconnection studies.,549
-116.662392859999684,34.839011353522082,1643,Cady,Kramer 220/115 System,D -- Distribution,33/12 kV,0.251,0.183,0.434,4.4,49.79,2.81,Interconnection studies in this area have identified inadequate deliverability.,550
-117.946388750399819,35.308166742100056,1644,Cantil,Kramer 220/115 System,D -- Distribution,33/12 kV,0.047,0,0.047,1.7,2.72,4.27,Interconnection studies in this area have identified inadequate deliverability.,551
-116.546213704778637,33.82507614624074,1646,Palm Springs,Devers 220/115 System,D -- Distribution,33/4.16 kV,0.97,0.05,1.02,5.7,20.5,19.83,Deliverability in this area has not been determined by previous interconnection studies.,552
-116.913252868440267,34.196691125059857,1653,Converse Flats,El Casco 220/115 System,A -- District Pole Top,33/12 kV,0,0,0,0.8,0,1,Deliverability in this area has not been determined by previous interconnection studies.,553
-117.969861764706479,35.143102984322127,1820,Calcity 'B',Kramer 220/115 System,D -- Distribution,33/12 kV,2.99524,0,2.99524,8.3,19.66,12.37,Interconnection studies in this area have identified inadequate deliverability.,554
-117.969861764706479,35.143102984322127,1819,Calcity 'A',Kramer 220/115 System,D -- Distribution,33/12 kV,2.99524,0,2.99524,9.8,51.1,8.97,Interconnection studies in this area have identified inadequate deliverability.,555
-116.894863581124866,34.86319248802328,1655,Daggett,Kramer 220/115 System,D -- Distribution,33/4.16 kV,0.016,0,0.016,0,0,0,Interconnection studies in this area have identified inadequate deliverability.,556
-116.472639285405762,33.80841701533241,1658,Desert Outpost,Devers 220/115 System,D -- Distribution,33/12 kV,0.921,0,0.921,10.4,10.38,9.42,Deliverability in this area has not been determined by previous interconnection studies.,557
-114.679260995787644,33.611349995490762,1661,Dunes,Blythe (Walc) 161/33 System,D -- Distribution,33/12 kV,1.119,0,1.119,3.9,29.15,12.87,Interconnection studies in this area have identified inadequate deliverability.,558
-117.001569206665849,34.889812800899136,1662,East Barstow,Kramer 220/115 System,D -- Distribution,33/4.16 kV,0.173,0.006,0.179,1.3,15.38,3.55,Interconnection studies in this area have identified inadequate deliverability.,559
-116.919255687849869,34.087543684077566,1670,Forest Home,El Casco 220/115 System,D -- Distribution,33/2.4 kV,0.009,0,0.009,0.8,1.26,0.99,Deliverability in this area has not been determined by previous interconnection studies.,560
-117.45752658248837,34.005961547480254,1673,Glen Avon,Vista A 220/66 System,D -- Distribution,66/12 kV,8.604,0.091,8.695,55.5,17,68.96,Interconnection studies in this area have identified adequate deliverability.,561
