CIRCUIT_NA,CIRCUIT_VO,AGR_PCT,COM_PCT,IND_PCT,RES_PCT,OTHER_PCT,GEN_ALLOC,GEN_QUE,TOTAL_GEN,SUBST_DISP,SYS_NAME,NOTE,OBJECTID,Shape__Len
Gellenbeck,12,0,0,0,0,100,0,0,0,Mobiloil 66/12 Kv,La Fresa 220/66 System,N/A,1208,2362.68935859353
Gem,4,0,5,0,87,9,0.08,0,0.08,Topaz 66/4 Kv,La Fresa 220/66 System,N/A,1209,11001.24992222
Gemini,33,0,0,0,0,100,0,0,0,Tiefort 115/33 Kv,Kramer 220/115 System,N/A,1210,136561.015609134
Gila,12,0,2,0,91,7,1.661,0,1.661,Riverway 66/12 Kv,Rector 220/66 System,N/A,1211,55618.784354265
Cajon,4,0,2,0,95,3,0.126,0,0.126,Redlands 66/4 Kv,San Bernardino 220/66 System,N/A,1212,20259.6865556066
Calimesa,12,1,19,0,65,15,0.209,0,0.209,Yucaipa 66/12 Kv,San Bernardino 220/66 System,N/A,1213,73871.4054183687
Calm,12,0,12,0,77,12,0.087,0,0.087,Neptune 66/12 Kv,Hinson 220/66 System,N/A,1214,32929.0505578166
Calstate,12,0,20,0,70,10,2.641,0,2.641,Shandin 115/12 Kv,Vista 220/115 System,N/A,1215,48183.3317726309
Grandad,16,0,29,0,4,74,0,0,0,Casitas 66/16 Kv,Santa Clara 220/66 System,N/A,1216,58700.0135068616
Grant,4,0,1,0,96,3,0.08,0,0.08,Lucas 66/4 Kv,Del Amo 220/66 System,N/A,1217,12576.3483130902
Grape,16,0,22,0,50,26,0.633,0,0.633,Fernwood 66/16 Kv,Lighthipe 220/66 System,N/A,1218,40483.8485357156
Calypso,12,0,2,0,94,4,0.393,0,0.393,Bassett 66/12 Kv,Walnut 220/66 System,N/A,1219,41421.7702701229
Cantina,12,0,7,0,89,5,2.797,0,2.797,Palm Canyon 33/12 Kv,Devers 220/115 System,N/A,1220,65061.6751488967
Canton,4,0,5,0,91,5,0.323,0,0.323,Los Cerritos 12/4 Kv,Hinson 220/66 System,N/A,1221,21444.4951536845
Capanero,2.4,0,4,0,91,9,0,0,0,Capanero P.T. 12/2.4 Kv,Vestal 220/66 System,N/A,1222,224.030500199262
Carancho,12,1,11,0,64,25,1.109,0,1.109,Carancho P.T. 33/12 Kv,Valley 'D' 500/115 System,N/A,1223,196950.365771517
Carbine,12,0,17,0,72,11,0.907,0,0.907,Bunker 115/12 Kv,Valley 'Ab' 500/115 System,N/A,1224,85693.0369190255
Grapefruit,12,0,14,0,77,9,0.284,0,0.284,Citrus 66/12 Kv,Rio Hondo 220/66 System,N/A,1225,39675.3190522438
Grapevine,12,0,13,0,7,80,0,0,0,Grapevine P.T. 25/12 Kv,Vea Stateline-86 System,N/A,1226,37127.9101316066
Graphite,12,0,42,0,0,58,0,0,0,Limestone 66/12 Kv,Viejo 220/66 System,N/A,1227,15619.8864485905
Grasshopper,12,0,4,0,94,2,1.018,0,1.018,Chiquita 66/12 Kv,Viejo 220/66 System,N/A,1228,34781.5076123896
Gaston,12,0,7,0,84,8,0.652,0,0.652,La Habra 66/12 Kv,Olinda 220/66 System,N/A,1229,41940.2168960135
Gaylord,12,0,25,0,64,11,0.151,0,0.151,San Antonio 66/12 Kv,Padua 220/66 System,N/A,1230,63407.0280148434
Gearline,16,0,28,2,52,19,0.438,0,0.438,Felton 66/16 Kv,El Nido 220/66 System,N/A,1231,46481.3225076365
Chapala,4,0,49,0,27,20,0,0,0,Santa Barbara 66/4 Kv,Goleta 220/66 System,N/A,1232,12796.4633469557
Hellman,4,0,5,0,89,7,0.071,0,0.071,Ramona 66/4 Kv,Mesa 220/66 System,N/A,1233,11569.3886908237
Hemacinto,12,0,3,0,94,4,1.315,0,1.315,Mayberry 115/12 Kv,Valley 'Ab' 500/115 System,N/A,1234,40699.5702843432
Herbert,4,0,0,0,0,0,0,0,0,Belvedere 16/4 Kv,Mesa 220/66 System,N/A,1235,1305.26053604735
Gee Bee,12,9,7,0,60,25,4.686,2,6.686,Hanford 66/12 Kv,Rector 220/66 System,N/A,1236,230621.948793089
Georgian,4,0,19,0,72,12,0.008,0,0.008,Santa Monica 66/4 Kv,La Cienega 220/66 System,N/A,1237,12540.924154234
Gerona,16,0,9,0,83,8,0.088,0,0.088,Rosemead 66/16 Kv,Mesa 220/66 System,N/A,1238,75513.9737237317
Gertrude,12,0,10,0,82,8,1.322,0,1.322,Lark Ellen 66/12 Kv,Rio Hondo 220/66 System,N/A,1239,31827.8090834762
Hercules,12,0,6,0,87,7,1.562,0,1.562,Hesperia 115/12 Kv,Victor 220/115 System,N/A,1240,51347.4412747435
Hicks,4,0,12,0,81,8,0.04,0,0.04,Belvedere P.T. 16/4 Kv,Mesa 220/66 System,N/A,1241,11665.0821546141
Highball,12,0,7,0,86,8,0.628,3.75,4.378,Bloomington 66/12 Kv,Vista A 220/66 System,N/A,1242,71181.419114861
Highnoon,12,0,5,0,91,4,0.303,0,0.303,Diamond Bar 66/12 Kv,Chino 220/66 System,N/A,1243,40007.1041237033
Glass,16,0,61,0,0,39,0,0,0,Laguna Bell 66/16 Kv,Laguna Bell Ab 220/66 System,N/A,1244,10420.3634369964
Glen Ridge,12,0,13,0,78,9,0.23,0,0.23,Peyton 66/12 Kv,Chino 220/66 System,N/A,1245,40477.6479586831
Glidden,12,0,28,0,62,10,0.241,0,0.241,La Palma 66/12 Kv,Barre 220/66 System,N/A,1246,38683.5770316595
Chariot,16,0,7,0,90,4,2.024,0,2.024,Haskell 66/16 Kv,Saugus 220/66 System,N/A,1247,55153.524690171
Charlie,12,0,3,0,91,6,1.544,0,1.544,Alder 66/12 Kv,Etiwanda 220/66 System,N/A,1248,47523.0497106654
Highway Six,12,0,7,0,68,24,1.048,0,1.048,Inyokern 33/12 Kv,Kramer 220/115 System,N/A,1249,310916.990847667
Hildreth,4.8,0,8,0,82,12,0.036,0,0.036,Ridgecrest 33/4.8 Kv,Kramer 220/115 System,N/A,1250,5559.24980901075
Hill,4,0,7,0,85,9,0.302,0,0.302,Manhattan 16/4 Kv,La Fresa 220/66 System,N/A,1251,19613.285449962
Hinshaw,16,0,6,0,88,6,0.072,0,0.072,Ravendale 66/16 Kv,Mesa 220/66 System,N/A,1252,24054.6625609432
Chawa,12,0,11,0,73,17,1.213,0,1.213,Pechanga 115/12 Kv,Valley 'D' 500/115 System,N/A,1253,327818.27734206
Chella,12,0,5,0,90,5,0.708,0,0.708,Walnut 66/12 Kv,Walnut 220/66 System,N/A,1254,33232.8170513233
Chenualt,12,0,46,0,16,40,0.69,0,0.69,Macarthur 66/12 Kv,Santiago 220/66 System,N/A,1255,46767.6493629012
Cheney,4,0,3,0,90,9,0.123,0,0.123,Topanga 16/4 Kv,Moorpark 220/66 System,N/A,1256,18380.4504931709
Cheese,12,0,60,5,7,31,0.468,0,0.468,Tulare 66/12 Kv,Rector 220/66 System,N/A,1257,37653.0680215348
Cheviot,4,0,15,0,76,10,0.121,0,0.121,Culver 66/4 Kv,La Cienega 220/66 System,N/A,1258,24654.8577121314
Hillside,16,0,6,0,86,8,0.685,0,0.685,Victoria 66/16 Kv,La Fresa 220/66 System,N/A,1259,11741.9671795068
Hillview,4,0,3,0,93,4,0.04,0,0.04,Amalia 16/4 Kv,Mesa 220/66 System,N/A,1260,10889.1518442217
Giants,12,0,10,0,84,5,0.503,0,0.503,Slater 66/12 Kv,Ellis 'A' 220/66 System,N/A,1261,30986.085022754
Gibbs,4,0,3,0,92,6,0.079,0,0.079,Pomona 12/4 Kv,Chino 220/66 System,N/A,1262,17344.0727699475
Gibson,16,0,13,0,76,11,0.019,0,0.019,Bullis 66/16 Kv,Lighthipe 220/66 System,N/A,1263,29274.6930515931
Giddings,12,0,24,0,55,21,0.353,0,0.353,Visalia 66/12 Kv,Rector 220/66 System,N/A,1264,59453.3529488108
Himo,33,16,0,0,0,84,18.5,0,18.5,Hi Desert 115/33 Kv,Devers 220/115 System,N/A,1265,113133.965235208
Hirsch,12,0,5,0,87,8,1.182,0,1.182,Brookhurst 66/12 Kv,Ellis 'C' 220/66 System,N/A,1266,52467.6167118435
Hobo,12,0,77,4,3,15,0.056,0,0.056,Railroad 66/12 Kv,Walnut 220/66 System,N/A,1267,48773.7784243242
Gill,12,3,6,0,73,17,0.689,0,0.689,Venida 66/12 Kv,Rector 220/66 System,N/A,1268,232705.657317986
Gillis,12,0,5,0,89,7,0.153,0,0.153,La Palma 66/12 Kv,Barre 220/66 System,N/A,1269,24960.9661006937
Gillette,12,19,2,0,40,36,0.274,0,0.274,Strathmore 66/12 Kv,Springville 220/66 System,N/A,1270,144935.997307997
Gilman,12,0,56,0,4,44,1.448,0,1.448,Ridgeview P.T. 33/12 Kv,Valley 'Ab' 500/115 System,N/A,1271,40351.5449326872
Hobson,12,47,3,0,5,50,1.988,0,1.988,Pixley 66/12 Kv,Vestal 220/66 System,N/A,1272,153452.258205873
Hofer,12,0,7,0,84,9,11.71,0,11.71,Archibald 66/12 Kv,Mira Loma 220/66 System,N/A,1273,31293.5351182353
Hombre,12,0,23,0,65,12,0.009,0,0.009,Concho 115/12 Kv,Mirage 220/115 System,N/A,1274,48491.8588247606
Home,12,0,73,0,3,22,0.105,0,0.105,State Street 66/12 Kv,Hinson 220/66 System,N/A,1275,29691.5158771052
Home Gardens,4,0,9,0,85,7,0.043,0,0.043,Cudahy 66/4 Kv,Laguna Bell Ab 220/66 System,N/A,1276,16780.5539749387
Girder,4,0,4,0,93,4,0.117,0,0.117,Bridge 66/4 Kv,La Fresa 220/66 System,N/A,1277,20407.210202429
Glacier,12,0,8,0,83,9,1.321,0,1.321,Corona 66/12 Kv,Mira Loma 220/66 System,N/A,1278,57425.6129414008
Gladys,16,0,13,0,78,9,0.805,0,0.805,Rosemead 66/16 Kv,Mesa 220/66 System,N/A,1279,83844.2154948097
Hooper,4,0,5,0,91,4,0.046,0,0.046,Naomi 16/4 Kv,Laguna Bell De 220/66 System,N/A,1280,11328.9056047664
Hopi,12,0,82,5,3,9,0,0,0,Shawnee 66/12 Kv,Barre 220/66 System,N/A,1281,33594.3117658366
Horseshoe,12,0,16,0,81,4,0.843,0,0.843,Canyon 66/12 Kv,Villa Park 220/66 System,N/A,1282,56583.5038225781
Horn,12,0,8,0,82,10,1.534,0,1.534,Silver Spur 33/12 Kv,Mirage 220/115 System,N/A,1283,24039.2287084234
Donald,12,0,57,1,5,36,0.544,0,0.544,Stewart 66/12 Kv,Center 220/66 System,N/A,1284,50578.0449356793
Donna,16,0,4,1,92,4,0.811,0,0.811,Carson 66/16 Kv,Lighthipe 220/66 System,N/A,1285,22323.2083651711
Donlon,16,4,12,0,47,34,1.392,0,1.392,Somis 66/16 Kv,Santa Clara 220/66 System,N/A,1286,157617.983546106
Dorchester,12,0,70,0,17,13,0.353,0,0.353,Villa Park 66/12 Kv,Villa Park 220/66 System,N/A,1287,29893.0319011875
Doris,12,0,12,0,81,7,0.175,0,0.175,La Veta 66/12 Kv,Villa Park 220/66 System,N/A,1288,23876.4256105747
Hospital,4,0,6,0,85,10,0.138,0,0.138,Pierpont 16/4 Kv,Santa Clara 220/66 System,N/A,1289,20782.4158633522
Hospat,12,0,3,0,93,4,0.279,0,0.279,Del Rosa 66/12 Kv,San Bernardino 220/66 System,N/A,1290,19786.884179095
Durham,12,0,3,0,92,6,0.396,0,0.396,Bovine 66/12 Kv,Del Amo 220/66 System,N/A,1291,38880.001021807
Durox,12,0,23,0,60,17,4.127,0,4.127,Timoteo 66/12 Kv,San Bernardino 220/66 System,N/A,1292,68336.551175715
Dorman,12,0,26,0,63,11,1.342,0,1.342,Elsinore 115/12 Kv,Valley 'D' 500/115 System,N/A,1293,71424.0729045945
Dornes,12,0,8,0,88,4,0.433,0,0.433,Eric 66/12 Kv,Del Amo 220/66 System,N/A,1294,49031.1573535223
Ambrus,16,0,4,0,90,7,0.338,0,0.338,Bradbury 66/16 Kv,Rio Hondo 220/66 System,N/A,1295,71762.3932235034
Drive Inn,12,1,10,0,73,17,1.456,0,1.456,Inyokern 33/12 Kv,Kramer 220/115 System,N/A,1296,61792.2421658315
Dusk,12,0,6,0,87,8,0,0,0,Cherry 66/12 Kv,Hinson 220/66 System,N/A,1297,16322.8230194066
Earnhardt,12,0,5,0,84,12,3.006,0,3.006,Cucamonga 66/12 Kv,Padua 220/66 System,N/A,1298,65408.331639794
Easter,12,0,2,0,86,11,3.094,0,3.094,Nelson 115/12 Kv,Valley 'Ab' 500/115 System,N/A,1299,118713.409570154
Dry Canyon,16,0,25,0,68,7,0.225,0,0.225,Saugus 66/16 Kv,Saugus 220/66 System,N/A,1300,48834.6846324364
Duda,12,0,18,0,77,6,0.328,0,0.328,Maxwell 115/12 Kv,Vista 220/115 System,N/A,1301,46732.8014618849
Dunbar,4,0,7,0,89,5,0.122,0,0.122,Somerset 66/4 Kv,Del Amo 220/66 System,N/A,1302,15275.7966622193
Dungan,12,1,15,0,70,17,1.474,0,1.474,Venida 66/12 Kv,Rector 220/66 System,N/A,1303,64870.9624063807
East Montana,4,0,5,0,83,12,0.186,0,0.186,San Vicente 16/4 Kv,La Cienega 220/66 System,N/A,1304,15481.1087610851
Edinburg,16,0,17,0,73,10,0.041,0,0.041,Fairfax 66/16 Kv,Eagle Rock 220/66 System,N/A,1305,46303.8513130696
Edsel,12,0,20,0,68,12,0.38,0,0.38,Vera 66/12 Kv,Ellis 'C' 220/66 System,N/A,1306,36071.7619981885
Stillwell,12,0,29,0,3,70,0.186,0,0.186,Macarthur 66/12 Kv,Santiago 220/66 System,N/A,1307,38607.423208679
El Camino,4,0,18,0,79,3,0.003,0,0.003,Palm Canyon 33/4 Kv,Devers 220/115 System,N/A,1308,8684.85112763094
Dumas,12,0,40,0,25,35,0.5,0,0.5,Cardiff 66/12 Kv,San Bernardino 220/66 System,N/A,1309,66169.9757715293
Dunkirk,12,0,4,0,91,5,5.424,0,5.424,Puente 66/12 Kv,Walnut 220/66 System,N/A,1310,53633.7097924906
Dunrobin,4,0,3,0,95,3,0.168,0,0.168,Woodruff 12/4 Kv,Del Amo 220/66 System,N/A,1311,12340.7178730101
Dupont,12,0,67,1,3,29,0.592,0,0.592,Cabrillo 66/12 Kv,Johanna 220/66 System,N/A,1312,34221.6937069454
Carmel,12,0,2,0,95,3,0.72,0,0.72,Newcomb 115/12 Kv,Valley 'D' 500/115 System,N/A,1313,32907.7347181108
El Centro,4,0,5,0,87,9,0.034,0,0.034,Garfield 66/4 Kv,Mesa 220/66 System,N/A,1314,8772.89546712221
Elden,12,0,5,0,88,7,0.645,0,0.645,Irvine 66/12 Kv,Santiago 220/66 System,N/A,1315,62076.3396703334
Elder,12,0,7,0,81,12,0.462,0,0.462,Rialto 33/12 Kv,Vista 220/115 System,N/A,1316,42906.4306978199
Elementary,4,0,4,0,94,3,0.036,0,0.036,Elementary P.T. 33/4 Kv,Mesa 220/66 System,N/A,1317,2497.19542699013
Elko,4,0,8,0,85,8,0.018,0,0.018,Belmont 12/4 Kv,Alamitos 220/66 System,N/A,1318,13345.4981757183
Carver,12,11,16,0,29,45,0.043,0,0.043,Quinn 66/12 Kv,Vestal 220/66 System,N/A,1319,279628.57624176
Casper,4,0,73,0,13,14,0,0,0,Casper P.T. 16/4 Kv,Santa Clara 220/66 System,N/A,1320,20545.9829401122
Caspian,12,0,5,0,86,10,0.316,0,0.316,Cameron 66/12 Kv,Hinson 220/66 System,N/A,1321,49207.4064135633
Elkport,12,0,32,0,61,7,0.755,0,0.755,Lucas 66/12 Kv,Del Amo 220/66 System,N/A,1322,46663.4649520833
Ellenwood,16,0,17,0,73,9,0.388,0,0.388,Rolling Hills 66/16 Kv,La Fresa 220/66 System,N/A,1323,39227.7415333701
Elm,4,0,12,0,75,14,0,0,0,Lancaster 12/4 Kv,Antelope 220/66 System,N/A,1324,10802.1159336287
Elmo,12,18,16,0,3,55,0.009,0,0.009,Browning 66/12 Kv,Vestal 220/66 System,N/A,1325,103127.097218868
Cassidy,16,0,41,0,48,12,0.584,0,0.584,Santa Susana 66/16 Kv,Saugus 220/66 System,N/A,1326,64173.7574466328
Cassini,12,0,85,0,1,13,0,0,0,Gisler 66/12 Kv,Ellis 'C' 220/66 System,N/A,1327,30662.1606827683
Cataract,12,0,3,0,89,8,1.666,0,1.666,San Dimas 66/12 Kv,Padua 220/66 System,N/A,1328,49162.4022821348
Cawston,4,0,0,0,0,0,0.091,0,0.091,Garfield 66/4 Kv,Mesa 220/66 System,N/A,1329,6076.50326427565
Caymen,12,0,4,0,89,7,0.39,0,0.39,Bryan 66/12 Kv,Villa Park 220/66 System,N/A,1330,33302.7357080359
Cedar Pines,2.4,0,6,0,86,9,0.004,0,0.004,Cedar Pines P.T. 12/2.4 Kv,Vista 220/115 System,N/A,1331,14497.6194604918
Cello,16,0,9,0,85,6,0.495,0,0.495,Elizabeth Lake 66/16 Kv,Saugus 220/66 System,N/A,1332,48857.938476983
El Monte,4,0,5,0,91,4,0.068,0,0.068,Amador 66/4 Kv,Rio Hondo 220/66 System,N/A,1333,13718.8705792905
Enchanted,16,1,11,0,81,8,2.48,0,2.48,Royal 66/16 Kv,Moorpark 220/66 System,N/A,1334,74038.9831192353
Endicott,4,0,2,0,92,7,0.124,0,0.124,Ravendale 66/4 Kv,Mesa 220/66 System,N/A,1335,20937.2204457678
Celtics,12,0,14,0,79,7,0.809,0,0.809,Team 66/12 Kv,Barre 220/66 System,N/A,1336,48249.715818482
Cement,33,0,1,0,0,99,7.1,0,7.1,Victor 115/33 Kv,Victor 220/115 System,N/A,1337,81430.7174120264
Centavo,12,0,77,0,6,18,0.187,0,0.187,Santiago 66/12 Kv,Santiago 220/66 System,N/A,1338,35916.6217934707
Centinela,16,0,30,0,53,18,0,0,0,Inglewood 66/16 Kv,El Nido 220/66 System,N/A,1339,36445.9637259264
Centurion,16,0,3,0,95,2,2.17,0,2.17,Haskell 66/16 Kv,Saugus 220/66 System,N/A,1340,44695.7523927787
Cereal,12,0,4,0,89,7,0.431,0,0.431,Skylark 115/12 Kv,Valley 'D' 500/115 System,N/A,1341,55971.0619509557
Cerrito,12,0,3,0,89,9,1.507,0,1.507,Chase 66/12 Kv,Mira Loma 220/66 System,N/A,1342,44857.0437786875
Engine,12,0,73,0,3,27,0,0,0,Railroad 66/12 Kv,Walnut 220/66 System,N/A,1343,10999.7706705768
England,4,0,10,0,85,7,0.009,0,0.009,Inglewood 66/4 Kv,El Nido 220/66 System,N/A,1344,14402.4607582793
Challenger,12,0,94,0,1,3,0,0,0,Gisler 66/12 Kv,Ellis 'C' 220/66 System,N/A,1345,24490.7205313467
Champion,12,0,4,0,91,5,1.094,0,1.094,Peyton 66/12 Kv,Chino 220/66 System,N/A,1346,42890.9371362733
Chandler,4,0,61,0,7,30,0.007,0,0.007,Redlands 66/4 Kv,San Bernardino 220/66 System,N/A,1347,8774.15628094395
Change,16,0,37,1,43,18,0.18,0,0.18,Rush 66/16 Kv,Mesa 220/66 System,N/A,1348,68014.828518735
Channel,12,0,37,24,0,50,0,0,0,Pico 66/12 Kv,Hinson 220/66 System,N/A,1349,17690.3442672823
Enloe,16,0,11,0,78,11,0.183,0,0.183,Amador 66/16 Kv,Rio Hondo 220/66 System,N/A,1350,68699.7768416842
Garner,4,0,5,0,86,10,0.08,0,0.08,Mt. Vernon 33/4 Kv,Vista 220/115 System,N/A,1351,20181.322398563
Tourmaline,4,0,1,0,94,5,0.264,0,0.264,Topaz 66/4 Kv,La Fresa 220/66 System,N/A,1352,22643.9282229434
Garnsey,12,0,3,0,92,5,1.588,0,1.588,Cypress 66/12 Kv,Del Amo 220/66 System,N/A,1353,38306.8282761627
Gartel,12,0,11,0,80,9,1.361,0,1.361,Nogales 66/12 Kv,Walnut 220/66 System,N/A,1354,63596.4966152399
Garwood,12,41,5,0,6,48,0.998,0,0.998,Mariposa 66/12 Kv,Vestal 220/66 System,N/A,1355,56158.1210746714
Gasbag,16,0,52,0,1,48,0,0,0,Nola 66/16 Kv,Lighthipe 220/66 System,N/A,1356,22431.8489670922
Gaspar,12,0,16,0,66,19,0.352,0,0.352,Gallatin 66/12 Kv,Center 220/66 System,N/A,1357,25646.8521669604
Chanslor,33,0,0,0,0,100,23.18,0,23.18,Blythe 161/33 Kv,Blythe (Walc) 161/33 System,N/A,1358,148380.875249868
Chapman,4,0,5,0,85,11,0.137,0,0.137,Michillinda 16/4 Kv,Mesa 220/66 System,N/A,1359,27657.9751477563
Guernsey,12,0,7,0,86,6,0.81,0,0.81,Tulare 66/12 Kv,Rector 220/66 System,N/A,1360,48412.8575775635
Guest,4,0,3,0,93,4,0.059,0,0.059,Ramona 66/4 Kv,Mesa 220/66 System,N/A,1361,14754.9207036779
Guffy,12,0,4,0,89,7,1.088,0,1.088,Skylark 115/12 Kv,Valley 'D' 500/115 System,N/A,1362,65119.5717657823
Guidance,12,0,63,4,0,32,1.086,0,1.086,Genamic 66/12 Kv,Etiwanda 220/66 System,N/A,1363,47289.170344924
Guinness,12,0,5,0,88,7,1.067,0,1.067,Jefferson 66/12 Kv,Mira Loma 220/66 System,N/A,1364,43645.5639630927
Harkness,4,0,2,0,92,6,0.264,0,0.264,Ditmar 16/4 Kv,La Fresa 220/66 System,N/A,1365,13983.5046659087
Harlem Springs,12,0,6,0,85,10,0.743,0,0.743,Cardiff 66/12 Kv,San Bernardino 220/66 System,N/A,1366,112859.127128179
Gum,12,0,8,0,85,7,0.153,0,0.153,Parkwood 66/12 Kv,Olinda 220/66 System,N/A,1367,31929.1053775473
Gull Lake,12,0,7,0,85,8,0.02,0,0.02,June Lake 2.4/12 Kv,Inyo Sce 220/115 System,N/A,1368,23986.0399533267
Gunlock,4,0,10,0,82,8,0.064,0,0.064,Bullis 66/4 Kv,Lighthipe 220/66 System,N/A,1369,25664.2557044564
Gunsite,2.4,0,94,0,0,29,0,0,0,Gunsite P.T. 33/2.4 Kv,El Casco 220/115 System,N/A,1370,13450.5288254175
Cheyenne,12,0,10,0,80,11,0.324,0,0.324,Shawnee 66/12 Kv,Barre 220/66 System,N/A,1371,30041.1561349549
Chicago,4,0,3,0,92,5,0.072,0,0.072,Belvedere 16/4 Kv,Mesa 220/66 System,N/A,1372,15159.7646830856
China Peak,12,0,7,0,78,16,0.005,0,0.005,Lunar 33/12 Kv,Big Creek 220/220 System,N/A,1373,41389.1773249149
Chinook,12,0,0,0,0,0,0,0,0,Breeze 66/12 Kv,Windhub 220/66 System,N/A,1374,2815.59907430945
Chollita,12,0,3,0,88,9,0.216,0,0.216,Chollita P.T. 33/12 Kv,Devers 220/115 System,N/A,1375,46071.3844810447
Gunther,12,0,12,0,78,10,0.254,0,0.254,Crown 66/12 Kv,Santiago 220/66 System,N/A,1376,68869.6445107893
Gusher,12,0,30,0,63,8,1.358,0,1.358,Olinda 66/12 Kv,Olinda 220/66 System,N/A,1377,42027.6464177548
Clifton,4,0,3,0,90,6,0.223,0,0.223,Redondo 16/4 Kv,La Fresa 220/66 System,N/A,1378,25898.5192853412
Clinic,12,0,25,0,64,12,1.233,0,1.233,Timoteo 66/12 Kv,San Bernardino 220/66 System,N/A,1379,42184.5999741936
Cholla,4.8,0,2,0,81,15,0.19,0,0.19,Mescalero P.T. 33/4.8 Kv,Devers 220/115 System,N/A,1380,12861.1383783215
Church,12,0,9,0,80,11,0.429,0,0.429,Gallatin 66/12 Kv,Center 220/66 System,N/A,1381,31229.6219251505
Chucker,4,0,4,0,90,7,0.038,0,0.038,Ramona 66/4 Kv,Mesa 220/66 System,N/A,1382,15765.8055978765
Cline,4,1,10,0,78,11,0.064,0,0.064,Porterville 66/4 Kv,Springville 220/66 System,N/A,1383,17607.2854721209
Cloer,12,17,4,0,34,45,5.057,0,5.057,Poplar 66/12 Kv,Vestal 220/66 System,N/A,1384,202348.476498865
Clover,12,0,6,0,89,6,0.954,0,0.954,Barre 66/12 Kv,Barre 220/66 System,N/A,1385,43219.2570133195
Chuckawalla,12,0,4,0,84,12,0.044,0,0.044,Eagle Mountain 66/12 Kv,Eagle Mountain 220/220 System,N/A,1386,61835.3769641217
Citizens,12,0,61,0,5,34,0.057,0,0.057,Signal Hill 66/12 Kv,Lighthipe 220/66 System,N/A,1387,35345.32645407
City Creek,12,0,8,0,84,7,0.427,0,0.427,Highland 66/12 Kv,San Bernardino 220/66 System,N/A,1388,57784.2601075754
Cloverly,4,0,8,0,86,6,0.083,0,0.083,Temple 16/4 Kv,Mesa 220/66 System,N/A,1389,10798.6971230081
Code,4,0,2,0,95,4,0.116,0,0.116,Pierpont 16/4 Kv,Santa Clara 220/66 System,N/A,1390,21711.8407633879
Codona,4,0,2,0,94,4,0.13,0,0.13,Walteria 66/4 Kv,La Fresa 220/66 System,N/A,1391,6922.6112837991
Cognac,12,0,5,0,92,4,0.194,0,0.194,Chiquita 66/12 Kv,Viejo 220/66 System,N/A,1392,41718.7651899253
Civic Center,4.8,0,5,0,86,10,0.116,0,0.116,Twentynine Palms 33/4.8 Kv,Devers 220/115 System,N/A,1393,27527.1251731029
Claudia,12,0,3,0,93,5,0.823,0,0.823,Marion 66/12 Kv,Barre 220/66 System,N/A,1394,29429.5204012272
Claymine,12,0,3,0,84,15,0.008,0,0.008,Peerless 33/12 Kv,Kramer 220/115 System,N/A,1395,4406.83072200681
Cleat,12,0,7,0,84,8,0.257,0,0.257,Washington 66/12 Kv,Villa Park 220/66 System,N/A,1396,32970.3636897108
Clemson,16,0,7,0,88,5,0.577,0,0.577,Somis 66/16 Kv,Santa Clara 220/66 System,N/A,1397,50296.4812729006
Coldbrook,4,0,0,0,97,2,0.063,0,0.063,Coldbrook P.T. 12/4 Kv,Del Amo 220/66 System,N/A,1398,2403.12034838049
College Park,4,0,4,0,91,4,0.08,0,0.08,Upland 66/4 Kv,Padua 220/66 System,N/A,1399,19666.5485961054
Collie,12,0,9,0,87,4,0.369,0,0.369,Moulton 66/12 Kv,Santiago 220/66 System,N/A,1400,33214.3442917164
Columbia,4,0,11,0,83,7,0.124,0,0.124,Amador 66/4 Kv,Rio Hondo 220/66 System,N/A,1401,21300.8352722831
Coupler,12,0,3,0,91,6,0.669,0,0.669,Railroad 66/12 Kv,Walnut 220/66 System,N/A,1402,50613.6101199686
Cleo,4,0,2,0,94,5,0.152,0,0.152,Ditmar 16/4 Kv,La Fresa 220/66 System,N/A,1403,14143.9330651283
Clerk,12,0,4,0,90,6,0.51,0,0.51,Cornuta 66/12 Kv,Del Amo 220/66 System,N/A,1404,38990.2494703982
Cliff,4,0,4,0,87,10,0.174,0,0.174,Costa Mesa 12/4 Kv,Ellis 'A' 220/66 System,N/A,1405,12848.1092565548
Clifford,12,0,5,0,87,8,0.183,0,0.183,Stewart 66/12 Kv,Center 220/66 System,N/A,1406,30539.2121701886
Colt,12,0,6,0,89,5,1.145,0,1.145,Auld 115/12 Kv,Valley 'D' 500/115 System,N/A,1407,50420.7967317039
Combat,12,0,16,0,77,8,0.733,0,0.733,Eisenhower 115/12 Kv,Devers 220/115 System,N/A,1408,57778.4093039269
Complex,12,0,19,0,71,10,0.155,0,0.155,Fullerton 66/12 Kv,Barre 220/66 System,N/A,1409,40884.8039604628
Computer,16,0,88,0,0,13,0.703,0,0.703,Sepulveda 66/16 Kv,El Nido 220/66 System,N/A,1410,20205.5365643139
Conant,12,0,11,0,80,9,1.019,0,1.019,Lucas 66/12 Kv,Del Amo 220/66 System,N/A,1411,50280.5596425349
Concourse,16,0,10,0,83,8,0.155,0,0.155,Vail 66/16 Kv,Laguna Bell Ab 220/66 System,N/A,1412,57441.1133461483
Espresso,12,0,5,0,85,10,1.022,0,1.022,Coffee 33/12 Kv,Devers 220/115 System,N/A,1413,45320.952494872
